,carYear,modelName,trimName,mileage,wheelSystem,exteriorColorName,fleet,hasAccidents,Date,daysOnMarket,ownerCount,price,msrpString,savingsRecommendation,serviceProviderName,sellerRating,dealScore,sellerCity,priceDifferential,expectedPrice,vehicleIdentifier
259,2015,Model S,P85D AWD,19780.0,AWD,Unknown,False,False,3/14/2019,52,1.0,56889.0,64995.0,Good Deal,Auto Centrix,4.62,0.6713521790000001,"Carrollton, TX",4378.0,61267,5YJSA1E40FF120303
260,2016,Model S,70 RWD,5084.0,,Red,False,False,4/18/2019,17,1.0,46490.0,,Good Deal,ALM Gwinnett,3.52,0.6687930129999999,"Duluth, GA",2935.0,49425,5YJSA1E19GF131839
261,2013,Model S,60 RWD,57939.0,RWD,Blue,False,True,3/15/2019,51,1.0,31990.0,,Good Deal,Ace Auto Dealers,4.33,0.6678951089999999,"Martinez, CA",1435.0,33425,5YJSA1AG1DFP04027
262,2015,Model S,60 RWD,64531.0,RWD,White,False,True,4/20/2019,15,2.0,34978.0,,Good Deal,Hanna Imports,3.88,0.6675427110000001,"Raleigh, NC",2065.0,37043,5YJSA1S11FF082395
263,2018,Model S,P100D AWD,5294.0,AWD,White,False,False,4/24/2019,10,1.0,110888.0,,Good Deal,Mancuso Motorsports,4.45,0.666990446,"Chicago, IL",5872.0,116760,5YJSA1E49JF256020
264,2014,Model S,P85 RWD,49927.0,RWD,White,False,True,2/28/2019,66,1.0,39499.0,69900.0,Good Deal,AX Auto Inc,3.88,0.666604993,"Atlanta, GA",1843.0,41342,5YJSA1H19EFP50854
265,2015,Model S,90D AWD,56851.0,AWD,Gray,False,False,1/10/2019,115,2.0,44995.0,,Good Deal,Imperial Highline,4.24,0.666329517,"Manassas, VA",2603.0,47598,5YJSA1E28FF116305
266,2016,Model S,90D AWD,24082.0,AWD,Blue,False,True,4/26/2019,9,1.0,49855.0,,Good Deal,Sam Jidd Luxury,4.12,0.664007912,"Des Plaines, IL",4448.0,54303,5YJSA1E20GF128482
267,2013,Model S,40 RWD,49077.0,RWD,White,False,False,11/30/2018,156,1.0,32950.0,,Good Deal,Zone Motors,4.05,0.663538595,"Addison, IL",2614.0,35564,5YJSA1AC8DFP11182
268,2016,Model S,70 RWD,25603.0,RWD,White,True,False,4/30/2019,4,1.0,43688.0,51999.0,Good Deal,Frontier Ford Incorporated,3.94,0.658767764,"Anacortes, WA",2891.0,46579,5YJSA1E11GF133293
269,2015,Model S,,39432.0,,Silver,False,False,3/12/2019,53,1.0,42988.0,,Good Deal,Fairfax Motors Inc,4.7,0.658082243,"Fairfax, VA",3153.0,46141,5YJSA1E23FF114011
270,2015,Model S,60 RWD,96634.0,RWD,Red,False,False,12/15/2018,141,1.0,29850.0,,Good Deal,Windy City Motors,3.44,0.656552971,"Chicago, IL",2031.0,31881,5YJSA1S10FFP77774
271,2014,Model S,60 RWD,50621.0,RWD,Red,False,False,10/28/2018,189,3.0,34988.0,,Good Deal,Ride 'N Drive,4.35,0.648995774,"Garland, TX",2373.0,37361,5YJSA1S12EFP34021
272,2013,Model S,85 RWD,57656.0,RWD,Black,True,False,1/11/2019,113,1.0,33600.0,,Good Deal,St. George Auto Gallery,4.56,0.6489014710000001,"Saint George, UT",1666.0,35266,5YJSA1DNXDFP14128
273,2015,Model S,85D AWD,26920.0,AWD,White,False,False,3/10/2019,56,2.0,45900.0,,Good Deal,Axis Motorcars,3.65,0.645815308,"Jersey City, NJ",3125.0,49025,5YJSA1H24FFP69368
274,2013,Model S,85 RWD,82033.0,RWD,Gray,False,True,4/18/2019,16,2.0,29995.0,29995.0,Good Deal,Black Label Auto Firm,4.1,0.644229471,"Riverside, CA",1654.0,31649,5YJSA1CN5DFP25717
275,2013,Model S,Performance RWD,36384.0,RWD,Brown,True,True,5/22/2018,348,1.0,38000.0,50000.0,Good Deal,Carbiz Greater Washington DC,4.62,0.64370237,"Laurel, MD",2299.0,40299,5YJSA1DP1DFP11765
276,2016,Model S,70D AWD,16750.0,AWD,White,False,True,5/5/2019,0,1.0,44900.0,,Good Deal,H & H Auto Sales,4.73,0.642059581,"Hicksville, NY",2441.0,47341,5YJSA1E28GF129668
277,2016,Model S,90D AWD,6436.0,AWD,Gray,False,False,12/28/2018,128,1.0,58704.0,58704.0,Good Deal,Land Rover Jaguar Scarborough,3.0,0.637524303,"Scarborough, ME",3282.0,61986,5YJSA1E29GF142686
278,2017,Model S,75 RWD,23476.0,RWD,Silver,True,False,3/28/2019,38,1.0,52222.0,,Good Deal,Pearson Buick GMC,4.25,0.6373044139999999,"Sunnyvale, CA",1570.0,53792,5YJSA1E11HF206549
279,2015,Model S,60 RWD,41351.0,RWD,Black,False,False,4/13/2019,21,1.0,38799.0,,Good Deal,MotorCars of Nashville,3.9,0.637159311,"Mt Juliet, TN",1971.0,40770,5YJSA1S1XFFP70458
280,2017,Model S,100D AWD,11833.0,AWD,Blue,False,False,10/7/2018,210,1.0,74581.36,,Good Deal,Westcoast Auto Sales,4.02,0.6359539670000001,"Montclair, CA",4337.64,78919,5YJSA1E21HF219648
281,2015,Model S,P85D AWD,33100.0,AWD,Black,False,False,4/10/2019,25,1.0,51998.0,,Good Deal,Conti Auto Sales,4.38,0.635625145,"Burlingame, CA",4145.0,56143,5YJSA1H45FF096091
282,2017,Model S,P100D AWD,3700.0,AWD,Silver,False,False,3/26/2019,39,1.0,107865.0,107865.0,Good Deal,Thomas Classics,4.81,0.63520648,"Akron, OH",3559.0,111424,5YJSA1E43HF200780
283,2016,Model S,75 RWD,32070.0,RWD,Black,False,False,3/30/2019,36,1.0,51989.0,54995.0,Good Deal,Auto Centrix,4.62,0.633513409,"Carrollton, TX",2010.0,53999,5YJSA1E11GF149414
284,2017,Model S,75D AWD,30207.0,AWD,Silver,False,False,3/22/2019,44,1.0,58995.0,,Good Deal,Highline Motor Cars,4.57,0.632356392,"Southampton, NJ",1585.0,60580,5YJSA1E26HF199672
285,2016,Model S,90D AWD,6880.0,AWD,Blue,False,False,5/2/2019,3,1.0,61500.0,,Good Deal,Carvana,4.43,0.631308629,"Temple Hills, MD",3250.0,64750,5YJSA1E28GF133929
286,2016,Model S,75D AWD,42930.0,,Red,False,False,3/18/2019,47,1.0,47900.0,,Good Deal,Luxury Motors of Bay Area,4.5,0.631131195,"Pleasanton, CA",2997.0,50897,5YJSA1E28GF134546
287,2017,Model S,75 RWD,12364.0,RWD,Black,True,False,4/26/2019,8,2.0,54881.0,,Good Deal,Century West BMW,4.16,0.630054271,"Studio City, CA",2045.0,56926,5YJSA1E10HF202511
288,2012,Model S,Signature Performance RWD,80262.0,RWD,White,True,False,4/13/2019,22,1.0,33990.0,,Good Deal,"MPG Hybrids and Imports, LLC",4.58,0.6293614270000001,"Tempe, AZ",1721.0,35711,5YJSA1DN6CFS00369
289,2014,Model S,85 RWD,34230.0,RWD,Blue,False,True,6/22/2018,317,1.0,39550.0,,Good Deal,Marietta Luxury Motors,4.09,0.6281442939999999,"Marietta, GA",1741.0,41291,5YJSA1H13EFP50946
290,2017,Model S,75D AWD,16600.0,AWD,White,False,False,11/10/2018,175,1.0,60500.0,74500.0,Good Deal,,,0.627968077,"Mars, PA",1574.0,62074,5YJSA1E23GF174310
291,2016,Model S,P100D AWD,6768.0,AWD,Black,False,False,10/25/2018,191,2.0,98995.0,158450.0,Good Deal,The Porsche Exchange,4.87,0.6268630079999999,"Highland Park, IL",3986.0,102981,5YJSA1E46GF158748
292,2015,Model S,90D AWD,12400.0,AWD,Silver,False,False,3/22/2019,44,1.0,51995.0,,Good Deal,San Diego Auto Finder,4.12,0.6256358160000001,"San Diego, CA",2444.0,54439,5YJSA1E28FF120127
293,2015,Model S,70D AWD,56018.0,AWD,Red,False,False,3/22/2019,43,1.0,39477.0,,Good Deal,iDrive1 Motorcars,4.56,0.624925041,"Carrollton, TX",1643.0,41120,5YJSA1E25FF116665
294,2016,Model S,P90D AWD,2561.0,AWD,Black,False,False,9/1/2018,245,2.0,78999.0,,Good Deal,Premium Collection,4.55,0.621946192,"Puyallup, WA",2951.0,81950,5YJSA1E40GF128306
295,2012,Model S,Signature RWD,18300.0,RWD,White,False,True,3/22/2019,43,1.0,36900.0,,Good Deal,Luxury Motors of Bay Area,4.5,0.618338935,"Pleasanton, CA",2422.0,39322,5YJSA1CN9CFP01287
296,2015,Model S,70 RWD,32852.0,RWD,Gray,False,False,4/2/2019,32,1.0,41988.0,,Good Deal,iDeal Motors,4.46,0.616157478,"Costa Mesa, CA",1342.0,43330,5YJSA1E12FF113827
297,2016,Model S,,24565.0,,Unknown,False,True,2/26/2019,67,1.0,49988.0,,Good Deal,Fairfax Motors Inc,4.7,0.615096961,"Fairfax, VA",4507.0,54495,5YJSA1E23GF129593
298,2013,Model S,Performance RWD,25337.0,RWD,White,False,True,4/18/2019,17,2.0,40288.0,43685.0,Good Deal,Berman Subaru of Chicago,4.05,0.610950718,"Chicago, IL",2182.0,42470,5YJSA1CP5DFP04089
299,2014,Model S,,42192.0,,Black,False,False,4/5/2019,30,1.0,38990.0,,Good Deal,Bill Pierre Ford,3.92,0.610441519,"Seattle, WA",2145.0,41135,5YJSA1H12EFP47455
300,2016,Model S,70D AWD,41459.0,AWD,Brown,False,False,8/3/2018,274,2.0,45900.0,,Good Deal,"MPG Hybrids and Imports, LLC",4.58,0.607605186,"Tempe, AZ",2310.0,48210,5YJSA1E24GF132437
301,2014,Model S,60 RWD,72859.0,RWD,Silver,False,False,4/9/2019,26,1.0,31750.0,,Good Deal,Lawrence Kia,3.45,0.607164853,"Lawrence, KS",2220.0,33970,5YJSA1S12EFP29384
302,2013,Model S,85 RWD,24600.0,RWD,Black,False,False,1/15/2019,109,1.0,36998.0,36998.0,Good Deal,Herb Chambers Lexus,4.34,0.604128143,"Sharon, MA",1551.0,38549,5YJSA1CN2DFP20099
303,2013,Model S,Performance RWD,66745.0,RWD,Green,False,False,4/18/2019,16,2.0,35977.0,,Good Deal,iDrive1 Motorcars,4.56,0.599902556,"Carrollton, TX",2857.0,38834,5YJSA1DPXDFP06726
304,2015,Model S,60 RWD,17203.0,RWD,Blue,False,False,9/14/2018,233,1.0,42800.0,,Good Deal,United Imports,3.79,0.59869522,"San Jose, CA",1852.0,44652,5YJSA1S15FFP77494
305,2016,Model S,P90D AWD,19307.0,AWD,White,False,False,5/4/2019,1,1.0,74989.0,79995.0,Good Deal,Auto Centrix,4.62,0.593921962,"Carrollton, TX",2818.0,77807,5YJSA1E45GF173189
306,2013,Model S,Performance RWD,28395.0,RWD,Black,False,False,9/19/2018,227,2.0,41788.0,46995.0,Good Deal,Humble Hyundai,4.38,0.592475427,"Humble, TX",2116.0,43904,5YJSA1DP3DFP24856
307,2016,Model S,70D AWD,17479.0,AWD,Unknown,False,False,5/2/2019,2,1.0,46995.0,,Good Deal,Las Vegas Motorcars,4.85,0.590246484,"Las Vegas, NV",2244.0,49239,5YJSA1E28GF134241
308,2016,Model S,P90D AWD,22355.0,AWD,Black,False,False,12/28/2018,127,1.0,73899.0,,Good Deal,Current Automotive,4.93,0.586968582,"Naperville, IL",2785.0,76684,5YJSA1E45GF142685
309,2013,Model S,Performance RWD,121962.0,RWD,Gray,False,False,4/24/2019,11,1.0,29589.0,34995.0,Good Deal,Auto Centrix,4.62,0.583797638,"Carrollton, TX",2085.0,31674,5YJSA1CP5DFP04206
310,2013,Model S,Performance RWD,48575.0,RWD,Black,True,True,4/10/2019,25,1.0,35880.0,,Fair Deal,AutoDot,4.88,0.579038851,"Sykesville, MD",2068.0,37948,5YJSA1DP9DFP27017
311,2018,Model S,75D AWD,17800.0,AWD,Black,True,False,3/26/2019,40,1.0,59494.0,,Fair Deal,Commerce Mitsubishi,5.0,0.574350094,"Commerce, CA",1976.0,61470,5YJSA1E26JF248911
312,2013,Model S,Performance RWD,48106.0,RWD,Blue,False,False,5/2/2019,3,2.0,38589.0,42995.0,Fair Deal,Auto Centrix,4.62,0.574280064,"Carrollton, TX",2051.0,40640,5YJSA1DP1DFP12673
313,2015,Model S,85 RWD,30713.0,RWD,Black,False,False,8/15/2018,263,1.0,43800.0,,Fair Deal,United Imports,3.79,0.5700807170000001,"San Jose, CA",1584.0,45384,5YJSA1H14FF091969
314,2014,Model S,60 RWD,25050.0,RWD,Red,False,False,3/20/2019,45,1.0,39177.0,,Fair Deal,iDrive1 Motorcars,4.56,0.569981813,"Carrollton, TX",2084.0,41261,5YJSA1S12EFP62174
315,2018,Model S,100D AWD,17179.0,AWD,Silver,False,False,3/29/2019,36,1.0,79491.0,,Fair Deal,Groove Toyota,4.2,0.567911209,"Englewood, CO",2131.0,81622,5YJSA1E26JF244275
316,2014,Model S,P85D AWD,33785.0,AWD,Gray,False,False,3/23/2019,43,1.0,51555.0,,Fair Deal,Sam Jidd Luxury,4.12,0.559911234,"Des Plaines, IL",2469.0,54024,5YJSA1H23EFP62748
317,2017,Model S,75 RWD,21437.0,RWD,Silver,True,False,4/29/2019,5,1.0,52988.0,57181.0,Fair Deal,Frontier Ford,3.67,0.559798681,"Santa Clara, CA",1379.0,54367,5YJSA1E14HF219294
318,2014,Model S,P85 RWD,51630.0,RWD,Red,False,False,4/25/2019,9,1.0,39589.0,43995.0,Fair Deal,Auto Centrix,4.62,0.558470581,"Carrollton, TX",1544.0,41133,5YJSA1H16EFP49919
319,2012,Model S,Signature Performance RWD,47101.0,RWD,Green,False,False,4/18/2019,16,2.0,36950.0,,Fair Deal,Beta Automotive Superstore,5.0,0.557345615,"Livermore, CA",1524.0,38474,5YJSA1DP3CFP03178
320,2015,Model S,70D AWD,24146.0,AWD,Gray,False,False,6/24/2018,315,1.0,42998.0,64998.0,Fair Deal,Miramar Car Center,4.43,0.554565396,"San Diego, CA",1458.0,44456,5YJSA1S24FF091083
321,2017,Model S,90D AWD,14000.0,AWD,Black,True,False,7/22/2018,287,2.0,69999.0,,Fair Deal,"Western Motors, Inc",4.39,0.547841063,"Los Angeles, CA",2919.0,72918,5YJSA1E24HF178366
322,2014,Model S,,28463.0,,White,False,False,1/4/2019,121,1.0,40700.0,,Fair Deal,Carvana,3.86,0.546995977,"Indianapolis, IN",1922.0,42622,5YJSA1H19EFP43922
323,2016,Model S,75 RWD,28884.0,RWD,Gray,False,False,11/15/2018,170,1.0,53038.0,,Fair Deal,Premium Collection,4.55,0.5456069889999999,"Puyallup, WA",1731.0,54769,5YJSA1E10GF154569
324,2015,Model S,90D AWD,27433.0,AWD,Silver,False,True,9/24/2018,222,1.0,49995.0,,Fair Deal,No. 1 Auto Sales,5.0,0.545272155,"Hollywood, FL",2130.0,52125,5YJSA1V2XFF097966
325,2016,Model S,90D AWD,38085.0,AWD,Blue,False,False,4/27/2019,7,1.0,50895.0,,Fair Deal,Auto Boutique - Columbus,4.17,0.542413794,"Columbus, OH",3822.0,54717,5YJSA1E23GF128685
326,2013,Model S,60 RWD,84614.0,RWD,White,False,False,3/6/2019,60,2.0,29999.0,,Fair Deal,Las Vegas Auto Sports,4.49,0.5408910889999999,"Las Vegas, NV",1162.0,31161,5YJSA1AG7DFP04937
327,2015,Model S,P85D AWD,28610.0,AWD,Red,True,True,9/20/2018,227,1.0,51900.0,,Fair Deal,North State Auto Sales,4.19,0.53994416,"Walnut Creek, CA",3521.0,55421,5YJSA1H24FFP65451
328,2015,Model S,85D AWD,46182.0,AWD,Black,False,False,10/10/2018,207,1.0,43995.0,,Fair Deal,Auto Expo,3.98,0.537943714,"Great Neck, NY",2603.0,46598,5YJSA1H20FF096711
329,2013,Model S,60 RWD,22300.0,RWD,White,False,False,2/25/2019,68,1.0,36999.0,36999.0,Fair Deal,Millsboro Chrysler Dodge Jeep RAM,3.14,0.53716936,"Millsboro, DE",1154.0,38153,5YJSA1CG7DFP17507
330,2013,Model S,Performance RWD,90877.0,RWD,White,False,False,2/27/2019,66,3.0,33995.0,39990.0,Fair Deal,Stinnett Chevrolet Buick,5.0,0.5348101239999999,"Newport, TN",1910.0,35905,5YJSA1CP1DFP22363
331,2015,Model S,70 RWD,33850.0,RWD,Black,False,False,2/17/2019,76,1.0,40299.0,,Fair Deal,The Taverna Collection,4.06,0.5330614220000001,"Hollywood, FL",1161.0,41460,5YJSA1E1XFF111498
332,2015,Model S,85D AWD,70745.0,AWD,Brown,False,False,10/23/2018,193,2.0,40943.0,,Fair Deal,Cincinnati Automotive Group Inc,3.74,0.529057739,"Monroe, OH",2560.0,43503,5YJSA1H27FF098620
333,2017,Model S,P100D AWD,11463.0,AWD,Red,False,False,4/30/2019,5,1.0,105000.0,117600.0,Fair Deal,Audi Volkswagen of Naples,4.8,0.528326262,"Naples, FL",2960.0,107960,5YJSA1E4XHF217348
334,2018,Model S,,16637.0,,Gray,True,False,4/11/2019,23,1.0,60900.0,,Fair Deal,Jack Powell Chrysler Dodge Jeep RAM,4.22,0.5282573629999999,"Escondido, CA",4009.0,64909,5YJSA1E2XJF248796
335,2015,Model S,70D AWD,37962.0,AWD,Black,False,True,8/13/2018,264,1.0,38995.0,,Fair Deal,United Imports,3.79,0.524519926,"San Jose, CA",1379.0,40374,5YJSA1S22FF093379
336,2014,Model S,85 RWD,33168.0,RWD,Silver,True,True,4/13/2018,387,1.0,39995.0,,Fair Deal,Imperial Highline,4.24,0.521007394,"Manassas, VA",1444.0,41439,5YJSA1H17EFP46060
337,2016,Model S,90D AWD,38284.0,AWD,Blue,False,False,4/6/2019,29,1.0,51995.0,,Fair Deal,Nissan of New Rochelle,2.88,0.520009222,"New Rochelle, NY",2677.0,54672,5YJSA1E29GF126276
338,2014,Model S,60 RWD,75885.0,RWD,Gray,True,False,2/28/2019,66,2.0,29999.0,,Fair Deal,California Auto Sales,5.0,0.5147540620000001,"Indio, CA",1882.0,31881,5YJSA1S16EFP33163
339,2015,Model S,85D AWD,40417.0,AWD,Unknown,False,True,4/5/2019,30,1.0,43427.0,46326.0,Fair Deal,Joyce Honda,2.0,0.514178899,"Denville, NJ",2488.0,45915,5YJSA1H26FFP73499
340,2016,Model S,90D AWD,42603.0,AWD,Blue,False,True,12/9/2018,147,1.0,51900.0,,Fair Deal,Dream Motorcars,4.33,0.513599308,"Los Angeles, CA",2644.0,54544,5YJSA1E23GF134308
341,2016,Model S,70 RWD,49619.0,RWD,Gray,False,False,3/23/2019,43,1.0,40999.0,,Fair Deal,Las Vegas Auto Sports,4.49,0.512490274,"Las Vegas, NV",2249.0,43248,5YJSA1E10GF121958
342,2013,Model S,Performance RWD,63181.0,RWD,Silver,False,False,9/20/2018,226,2.0,36995.0,,Fair Deal,Hayes Auto Sales,4.23,0.508216902,"Roseville, CA",1815.0,38810,5YJSA1DPXDFP04071
343,2015,Model S,P90D AWD,24000.0,AWD,Red,False,False,12/10/2018,145,1.0,58000.0,107500.0,Fair Deal,,,0.506963674,"Hayward, CA",2938.0,60938,5YJSA1E49FF113933
344,2018,Model S,P100D AWD,5199.0,AWD,Red,False,False,4/24/2019,10,1.0,112477.0,129999.0,Fair Deal,GT Auto Sales & Service,4.29,0.504807049,"Tacoma, WA",4444.0,116921,5YJSA1E4XJF264918
345,2013,Model S,60 RWD,41677.0,RWD,Silver,True,False,12/21/2018,134,1.0,34900.0,41592.0,Fair Deal,Ford and Mazda of Orange,3.81,0.502278146,"Orange, CA",1079.0,35979,5YJSA1BG1DFP09503
346,2013,Model S,85 RWD,122326.0,RWD,White,False,False,4/12/2019,23,2.0,27555.0,,Fair Deal,Sam Jidd Luxury,4.12,0.50173349,"Des Plaines, IL",1288.0,28843,5YJSA1CN7DFP12189
347,2017,Model S,75 RWD,22973.0,RWD,Black,True,False,11/6/2018,180,1.0,52700.0,52700.0,Fair Deal,DCH Toyota of Oxnard,4.11,0.50095925,"Oxnard, CA",1234.0,53934,5YJSA1E1XHF202550
348,2014,Model S,85 RWD,37214.0,RWD,Red,True,True,4/10/2019,24,1.0,37995.0,43225.0,Fair Deal,Godspeed Motors,4.34,0.49936357600000003,"Charlotte, NC",1384.0,39379,5YJSA1H16EFP28469
349,2012,Model S,Performance RWD,50171.0,RWD,Brown,False,False,3/7/2019,59,2.0,36484.0,,Fair Deal,Earth MotorCars,4.51,0.49866298299999995,"Carrollton, TX",1447.0,37931,5YJSA1DP8CFS01069
350,2014,Model S,,38042.0,,White,True,False,4/28/2019,7,1.0,39999.0,69900.0,Fair Deal,Cherry Hill Auto Sales,4.8,0.49293923700000003,"Cherry Hill, NJ",1732.0,41731,5YJSA1H10EFP37894
351,2013,Model S,85 RWD,52000.0,RWD,Blue,True,False,9/27/2018,220,1.0,35950.0,,Fair Deal,West Coast Motor Sports,4.62,0.49005349200000003,"Glendale, CA",1258.0,37208,5YJSA1CN5DFP17620
352,2018,Model S,P100D AWD,9688.0,AWD,Silver,False,False,5/2/2019,2,1.0,104991.0,109991.0,Fair Deal,Rusnak BMW,4.46,0.488906716,"Thousand Oaks, CA",4304.0,109295,5YJSA1E41JF280666
353,2015,Model S,P90D AWD,15148.0,AWD,Blue,False,False,4/26/2019,8,1.0,60995.0,,Fair Deal,Auto Space,4.41,0.487575949,"Phoenix, AZ",3985.0,64980,5YJSA1E44FF115024
354,2013,Model S,60 RWD,41335.0,RWD,Unknown,True,False,3/23/2019,43,2.0,34970.0,,Fair Deal,VIRGINIA LUXURY MOTORS,4.55,0.48739122799999995,"Chantilly, VA",1047.0,36017,5YJSA1CG0DFP03562
355,2014,Model S,85 RWD,36750.0,RWD,Blue,True,False,6/29/2018,310,2.0,38898.0,,Fair Deal,Apex Imports,4.18,0.485295095,"Apex, NC",1345.0,40243,5YJSA1H19EFP44567
356,2017,Model S,75 RWD,25776.0,RWD,Silver,True,False,1/29/2019,96,1.0,51950.0,,Fair Deal,Plug-in Auto,3.58,0.484321894,"Pomona, CA",1193.0,53143,5YJSA1E12HF206530
357,2015,Model S,70 RWD,28147.0,RWD,Black,False,False,3/7/2019,59,1.0,42777.0,,Fair Deal,iDrive1 Motorcars,4.56,0.483020151,"Carrollton, TX",1052.0,43829,5YJSA1E12FF105212
358,2018,Model S,75D AWD,19155.0,AWD,Black,True,False,4/29/2019,5,1.0,59494.0,,Fair Deal,Commerce Mitsubishi,5.0,0.481340779,"Commerce, CA",1656.0,61150,5YJSA1E2XJF248684
359,2017,Model S,75 RWD,11587.0,RWD,Silver,False,True,12/6/2018,150,1.0,57999.0,,Fair Deal,Atlanta Luxury Motors - Roswell,4.33,0.48107558,"Roswell, GA",1185.0,59184,5YJSA1E12HF196131
360,2015,Model S,85D AWD,40555.0,AWD,Black,False,False,2/22/2019,71,1.0,44995.0,51950.0,Fair Deal,Godspeed Motors,4.34,0.47780839999999997,"Charlotte, NC",2312.0,47307,5YJSA1E27FF113170
361,2016,Model S,90D AWD,32217.0,AWD,Brown,False,True,3/19/2019,46,1.0,49999.0,,Fair Deal,Eddie Auto Brokers,4.45,0.473197429,"Wickliffe, OH",2436.0,52435,5YJSA1E25GF123682
362,2013,Model S,Performance RWD,65980.0,RWD,Gray,True,False,3/30/2019,36,1.0,35995.0,,Fair Deal,Auto Haus,4.49,0.472945891,"Yorktown, VA",1689.0,37684,5YJSA1CP9DFP05648
363,2013,Model S,Performance RWD,28139.0,RWD,Black,False,True,9/10/2018,236,3.0,39997.0,,Fair Deal,Petes Auto & Cycle,4.0,0.469306819,"Fond Du Lac, WI",1676.0,41673,5YJSA1DPXDFP12638
364,2018,Model S,75D AWD,13025.0,AWD,Black,True,False,4/23/2019,11,1.0,60999.0,62322.0,Fair Deal,Kayser Chrysler Center,4.74,0.464773495,"Sauk City, WI",1599.0,62598,5YJSA1E23JF248655
365,2018,Model S,75D AWD,13636.0,AWD,Black,True,False,5/1/2019,4,1.0,61998.0,,Fair Deal,Texas Car One,4.81,0.454019293,"Carrollton, TX",1562.0,63560,5YJSA1E23JF234237
366,2014,Model S,85 RWD,30349.0,RWD,Black,False,False,4/27/2019,7,1.0,39895.0,,Fair Deal,Jaguar Land Rover Bethesda,4.59,0.447779143,"Bethesda, MD",1241.0,41136,5YJSA1H18EFP44897
367,2016,Model S,75D AWD,22968.0,AWD,Blue,False,False,4/5/2019,29,2.0,52996.0,52996.0,Fair Deal,Certified Autoplex,4.41,0.44729735600000003,"Carrollton, TX",2124.0,55120,5YJSA1E21GF137787
368,2013,Model S,85 RWD,42677.0,RWD,Red,True,True,1/30/2019,94,1.0,35791.0,,Fair Deal,Excellent Choice Auto Sales - Marysville,5.0,0.44683749799999994,"Marysville, WA",1147.0,36938,5YJSA1DNXDFP14114
369,2015,Model S,90D AWD,30460.0,AWD,Unknown,False,False,3/19/2019,46,3.0,49915.0,55825.0,Fair Deal,Ramsey Auto Center,4.7,0.446737093,"Urbandale, IA",1745.0,51660,5YJSA1E23FF102554
370,2016,Model S,70 RWD,37640.0,RWD,Red,False,False,2/16/2019,77,1.0,42995.0,,Fair Deal,Worldwide Motors,4.53,0.43638952299999995,"San Diego, CA",1915.0,44910,5YJSA1E11GF126733
371,2015,Model S,P90D AWD,29064.0,AWD,Blue,True,False,4/18/2019,17,2.0,59560.0,,Fair Deal,"Morse Chevrolet, Inc.",4.11,0.434166748,"Overland Park, KS",2516.0,62076,5YJSA1E46FF115302
372,2015,Model S,P85D AWD,24077.0,AWD,Black,False,False,10/9/2018,207,2.0,54976.0,71990.0,Fair Deal,O'Neil Nissan,3.73,0.43322306200000005,"Warminster, PA",2825.0,57801,5YJSA1H26FFP79903
373,2017,Model S,75 RWD,19316.0,RWD,Black,True,False,10/7/2018,210,1.0,53900.0,,Fair Deal,South Coast Mitsubishi,3.74,0.432380879,"Costa Mesa, CA",1065.0,54965,5YJSA1E15HF202486
374,2014,Model S,60 RWD,42732.0,RWD,Brown,False,False,9/18/2018,228,1.0,36991.0,41885.0,Fair Deal,Pearson Infiniti,4.56,0.430272007,"Midlothian, VA",1573.0,38564,5YJSA1S10EFP32302
375,2014,Model S,60 RWD,49933.0,RWD,White,False,False,3/25/2019,40,2.0,35900.0,,Fair Deal,Cash For Cars,4.17,0.428358174,"San Jose, CA",1566.0,37466,5YJSA1S11EFP65776
376,2017,Model S,75 RWD,19390.0,RWD,Black,True,False,10/7/2018,210,1.0,53900.0,,Fair Deal,South Coast Mitsubishi,3.74,0.423859306,"Costa Mesa, CA",1044.0,54944,5YJSA1E12HF202493
377,2015,Model S,85D AWD,30044.0,AWD,Gray,False,False,4/25/2019,9,1.0,46589.0,52995.0,Fair Deal,Auto Centrix,4.62,0.42221939799999997,"Carrollton, TX",2043.0,48632,5YJSA1E22FF117238
378,2015,Model S,85 RWD,49700.0,RWD,Black,False,False,4/2/2019,32,1.0,41900.0,,Fair Deal,Modern Auto,4.71,0.42040231200000006,"Scottsdale, AZ",1168.0,43068,5YJSA4H19FF083920
379,2014,Model S,,53303.0,,White,False,True,3/8/2019,58,1.0,37190.0,,Fair Deal,Houston Direct Auto,3.53,0.419820384,"Houston, TX",1475.0,38665,5YJSA1H11EFP43252
380,2013,Model S,60 RWD,43161.0,RWD,Silver,True,False,3/31/2019,35,1.0,34915.15,,Fair Deal,San Diego Auto Finder,4.12,0.417539744,"San Diego, CA",896.85,35812,5YJSA1CG3DFP23627
381,2015,Model S,P85D AWD,30626.0,AWD,Black,False,False,2/21/2019,72,1.0,55498.0,,Fair Deal,Long Cadillac,4.79,0.41451620299999997,"Southborough, MA",2703.0,58201,5YJSA1H24FFP74067
382,2012,Model S,Signature RWD,127834.0,RWD,White,False,False,4/16/2019,19,2.0,26900.0,,Fair Deal,Auto Merchants Inc.,4.1,0.409759796,"Plano, TX",1605.0,28505,5YJSA1CN4CFP02475
383,2016,Model S,60 RWD,14657.0,RWD,Black,False,True,4/3/2019,32,1.0,51991.0,,Fair Deal,Excellent Choice Auto Sales - Everett,4.67,0.40897135799999995,"Everett, WA",2754.0,54745,5YJSA1E1XGF160055
