,carYear,modelName,trimName,mileage,wheelSystem,exteriorColorName,fleet,hasAccidents,Date,daysOnMarket,ownerCount,price,msrpString,savingsRecommendation,serviceProviderName,sellerRating,dealScore,sellerCity,priceDifferential,expectedPrice,vehicleIdentifier
821,2013,Model S,Performance RWD,57240.0,RWD,Silver,False,False,4/25/2018,375,2.0,41995.0,,Fair Deal,"Hollywood Imports, Inc.",4.13,-0.561670413,"Vestavia Hills, AL",2007.0,39988,5YJSA1DP9DFP15451
822,2013,Model S,Performance RWD,90191.0,RWD,Black,False,False,4/24/2019,10,4.0,37995.0,,Fair Deal,Sharp Auto,4.0,-0.561670413,"Salt Lake City, UT",2007.0,35988,5YJSA1DP0DFP13488
823,2013,Model S,60 RWD,52233.0,RWD,Black,False,True,3/13/2019,52,2.0,35277.0,,Fair Deal,iDrive1 Motorcars,4.56,-0.563066925,"Carrollton, TX",1211.0,34066,5YJSA1AG7DFP09037
824,2017,Model S,,16331.0,,Silver,False,False,4/4/2019,31,1.0,74699.0,,Fair Deal,Porsche Greenwich,4.42,-0.565652386,"Greenwich, CT",3004.0,71695,5YJSA1E2XHF192496
825,2013,Model S,60 RWD,61427.0,RWD,Black,False,False,3/1/2019,65,2.0,34995.0,,Fair Deal,California Car Co.,4.57,-0.572836465,"Brea, CA",1232.0,33763,5YJSA1CG9DFP15807
826,2013,Model S,Performance RWD,62059.0,RWD,White,False,False,3/3/2019,63,2.0,40995.0,,Fair Deal,Scottsdale Auto Group,4.25,-0.573427416,"Scottsdale, AZ",2049.0,38946,5YJSA1CP5DFP20048
827,2017,Model S,75D AWD,37787.0,AWD,Silver,False,False,3/8/2019,58,1.0,61222.0,,Fair Deal,K&S Auto Sales,4.77,-0.57363236,"San Diego, CA",1438.0,59784,5YJSA1E29HF187886
828,2015,Model S,85 RWD,47048.0,RWD,Gray,False,False,4/18/2019,16,1.0,44988.0,,Fair Deal,iDeal Motors,4.46,-0.574455354,"Costa Mesa, CA",1597.0,43391,5YJSA1E19FF109242
829,2013,Model S,Performance RWD,49614.0,RWD,Black,False,False,4/14/2019,21,3.0,42989.0,49958.0,Fair Deal,Jones Pre-Owned Superstore,4.31,-0.580705561,"Fallston, MD",2075.0,40914,5YJSA1DP8DFP25615
830,2016,Model S,70D AWD,37567.0,AWD,Blue,False,False,9/28/2018,219,1.0,50997.0,,Fair Deal,Ultimo Motors East,4.68,-0.586463162,"Westmont, IL",2230.0,48767,5YJSA1E20GF133861
831,2015,Model S,90D AWD,36648.0,AWD,Gray,False,False,5/3/2019,2,1.0,52999.0,,Fair Deal,Carizona,4.35,-0.586473418,"Chandler, AZ",2292.0,50707,5YJSA1E25FF118870
832,2017,Model S,90D AWD,12679.0,AWD,Gray,False,False,12/18/2018,138,1.0,76988.0,,Fair Deal,Rolls-Royce Motor Cars Raleigh,4.42,-0.5889008920000001,"Raleigh, NC",3138.0,73850,5YJSA1E24HF205226
833,2016,Model S,,31106.0,,Blue,False,False,3/27/2019,39,1.0,53677.0,,Fair Deal,John L. Sullivan Chevrolet,4.0,-0.590390395,"Roseville, CA",4327.0,49350,5YJSA1E16GF150882
834,2013,Model S,Performance RWD,29795.0,RWD,White,False,False,6/29/2018,310,1.0,44999.0,,Fair Deal,Galleria Motorcars ,4.3,-0.597781209,"Scottsdale, AZ",2136.0,42863,5YJSA1CP0DFP07319
835,2014,Model S,60 RWD,83018.0,RWD,Gray,True,False,11/27/2018,158,3.0,32990.0,,Fair Deal,AutoNation Honda Costa Mesa,4.57,-0.600463746,"Costa Mesa, CA",2197.0,30793,5YJSA1S16EFP33227
836,2013,Model S,Performance RWD,64739.0,RWD,Black,True,False,4/27/2019,8,2.0,39992.0,38351.0,Fair Deal,Mark Kia,3.5,-0.60393964,"Scottsdale, AZ",2158.0,37834,5YJSA1DP5DFP06049
837,2015,Model S,85D AWD,46445.0,AWD,Black,False,False,6/15/2018,324,2.0,49500.0,49500.0,Fair Deal,Xcelerate Exchange,4.42,-0.606487109,"Frisco, TX",2935.0,46565,5YJSA4H28FF094593
838,2015,Model S,P85D AWD,36786.0,AWD,Red,False,True,4/3/2018,396,1.0,59500.0,59500.0,Fair Deal,Xcelerate Exchange,4.42,-0.609914335,"Frisco, TX",3978.0,55522,5YJSA4H29FFP76849
839,2013,Model S,60 RWD,43286.0,RWD,Brown,True,True,10/31/2018,186,3.0,29975.0,,No Price Analysis,World Class Automobiles,3.61,0.0,"South River, NJ",29976.0,-1,5YJSA1CG2DFP13803
840,2013,Model S,Performance RWD,74982.0,RWD,Red,False,True,4/8/2019,26,2.0,31000.0,89900.0,No Price Analysis,,,0.0,"Corona, CA",31001.0,-1,5YJSA1CP4DFP13611
841,2015,Model S,70D AWD,50166.0,AWD,Blue,False,False,8/29/2018,248,1.0,32495.0,,No Price Analysis,Northern Kentucky Auto Sales,4.92,0.0,"Cold Spring, KY",32496.0,-1,5YJSA1S29FF090530
842,2013,Model S,85 RWD,,RWD,Blue,True,True,3/19/2019,46,1.0,33500.0,,No Price Analysis,Green Wheels,,0.0,"Chicago, IL",33501.0,-1,5YJSA1DN8DFP10627
843,2014,Model S,60 RWD,,RWD,Brown,False,False,4/4/2019,30,2.0,33629.0,,No Price Analysis,Private Owner via TRED - Portland,4.54,0.0,"Portland, OR",33630.0,-1,5YJSA1S17EFP38727
844,2014,Model S,,98000.0,,Unknown,True,True,3/24/2019,42,1.0,34000.0,,No Price Analysis,Universal Auto,,0.0,"Las Vegas, NV",34001.0,-1,5YJSA1H10EFP52878
845,2014,Model S,P85+ RWD,91196.0,,Blue,False,False,5/1/2019,3,3.0,35989.0,,No Price Analysis,Current Automotive,4.93,0.0,"Naperville, IL",35990.0,-1,5YJSA1H14EFP43620
846,2013,Model S,60 RWD,37120.0,RWD,White,True,True,5/4/2019,0,1.0,36799.0,,No Price Analysis,Precise Automotive Group,5.0,0.0,"Chantilly, VA",36800.0,-1,5YJSA1CG6DFP17417
847,2013,Model S,40 RWD,41355.0,RWD,Brown,True,False,5/24/2018,346,1.0,36900.0,40125.0,No Price Analysis,Temecula Hyundai,4.45,0.0,"Temecula, CA",36901.0,-1,5YJSA1AC9DFP10610
848,2013,Model S,Signature Performance RWD,57311.0,,Black,True,False,9/19/2018,228,1.0,37495.0,,No Price Analysis,Superior Auto Exchange,4.2,0.0,"Cincinnati, OH",37496.0,-1,5YJSA1DP9DFP04143
849,2014,Model S,P85 RWD,52582.0,RWD,Green,False,True,11/30/2018,155,1.0,37499.0,,No Price Analysis,Monaco Motor Group,4.92,0.0,"Orlando, FL",37500.0,-1,5YJSA1H17EFP42204
850,2015,Model S,60 RWD,37766.0,RWD,Black,False,True,11/19/2018,166,1.0,37895.0,45499.0,No Price Analysis,Miami Car Credit,3.92,0.0,"Miami, FL",37896.0,-1,5YJSA1S19FFP76994
851,2014,Model S,P85+ RWD,57000.0,,Red,False,False,3/22/2019,43,1.0,38000.0,,No Price Analysis,,,0.0,"Natick, MA",38001.0,-1,5YJSA1H16EFP32215
852,2015,Model S,85D AWD,63108.0,AWD,Blue,False,False,4/26/2019,9,1.0,38855.0,,No Price Analysis,Sam Jidd Luxury,4.12,0.0,"Des Plaines, IL",38856.0,-1,5YJSA1E2XFF115432
853,2015,Model S,70 RWD,34290.0,RWD,White,False,False,12/24/2018,131,2.0,39699.0,,No Price Analysis,Off Lease Only Miami,4.04,0.0,"Opa Locka, FL",39700.0,-1,5YJSA1E17FF101950
854,2016,Model S,70D AWD,24771.0,AWD,Blue,False,False,5/3/2019,1,1.0,39900.0,,No Price Analysis,United Traders Inc,5.0,0.0,"North Little Rock, AR",39901.0,-1,5YJSA1E27GF122811
855,2014,Model S,P85 RWD,39780.0,RWD,Blue,True,True,10/22/2018,194,2.0,39988.0,69900.0,No Price Analysis,Absolute Motors Inc,4.5,0.0,"Woodbridge, VA",39989.0,-1,5YJSA1H16EFP35163
856,2016,Model S,70 RWD,25564.0,RWD,Silver,False,True,5/1/2019,3,1.0,39990.0,,No Price Analysis,Autoshow Sales & Service,4.11,0.0,"Plantation, FL",39991.0,-1,5YJSA1E1XGF133258
857,2013,Model S,Performance RWD,21208.0,RWD,White,True,True,4/20/2019,15,1.0,39999.0,,No Price Analysis,Monaco Motor Group,4.92,0.0,"Orlando, FL",40000.0,-1,5YJSA1CP5DFP28859
858,2016,Model S,70 RWD,27608.0,RWD,Gray,False,False,4/24/2019,11,1.0,40995.0,,No Price Analysis,Vision HanKook Motors Inc.,4.61,0.0,"Garden Grove, CA",40996.0,-1,5YJSA1E13GF136244
859,2015,Model S,70D AWD,33844.0,AWD,White,False,False,11/8/2018,178,1.0,41900.0,,No Price Analysis,Dream Motorcars,4.33,0.0,"Los Angeles, CA",41901.0,-1,5YJSA1E15FF119055
860,2016,Model S,70 RWD,35727.0,RWD,Black,False,True,4/18/2019,16,1.0,42977.0,,No Price Analysis,iDrive1 Motorcars,4.56,0.0,"Carrollton, TX",42978.0,-1,5YJSA1E18GF131671
861,2015,Model S,85D AWD,26187.0,AWD,Gray,False,False,5/3/2019,2,1.0,42990.0,,No Price Analysis,Autoshow Sales & Service,4.11,0.0,"Plantation, FL",42991.0,-1,5YJSA1E26FF118554
862,2015,Model S,70D AWD,30000.0,AWD,Red,False,True,2/17/2019,77,3.0,43500.0,,No Price Analysis,Rent-2-Own Auto,,0.0,"Tampa, FL",43501.0,-1,5YJSA1S22FF099232
863,2015,Model S,85D AWD,28517.0,AWD,Gray,False,True,3/13/2019,52,1.0,44899.0,,No Price Analysis,MotorCars of Nashville,3.9,0.0,"Mt Juliet, TN",44900.0,-1,5YJSA1E2XFF115236
864,2015,Model S,85D AWD,16658.0,AWD,Gray,False,True,4/16/2019,18,2.0,44999.0,,No Price Analysis,RNB Cars Inc,4.46,0.0,"Denver, CO",45000.0,-1,5YJSA4H26FFP79790
865,2016,Model S,70D AWD,18130.0,AWD,Unknown,False,True,10/20/2018,197,1.0,45633.0,51499.0,No Price Analysis,North Coast Auto Mall Bedford,3.23,0.0,"Bedford, OH",45634.0,-1,5YJSA1E2XGF130062
866,2017,Model S,60 RWD,21957.0,RWD,Silver,False,False,4/13/2019,21,1.0,46899.0,,No Price Analysis,MotorCars of Nashville,3.9,0.0,"Mt Juliet, TN",46900.0,-1,5YJSA1E12HF171536
867,2014,Model S,P85+ RWD,37996.0,,Blue,False,False,4/23/2019,12,1.0,46995.0,,No Price Analysis,Stevens Creek Showcase,4.38,0.0,"San Jose, CA",46996.0,-1,5YJSA1H19EFP30149
868,2016,Model S,70D AWD,20692.0,AWD,Black,False,False,2/2/2019,92,1.0,46999.0,,No Price Analysis,Off Lease Only Miami,4.04,0.0,"Opa Locka, FL",47000.0,-1,5YJSA1E26GF129233
869,2015,Model S,90D AWD,21845.0,AWD,Gray,False,True,10/11/2018,206,1.0,47000.0,,No Price Analysis,Alpha Motorsports,3.95,0.0,"Fredericksburg, VA",47001.0,-1,5YJSA1V21FF094552
870,2015,Model S,85D AWD,32678.0,AWD,Blue,True,False,4/10/2019,24,1.0,47977.0,,No Price Analysis,iDrive1 Motorcars,4.56,0.0,"Carrollton, TX",47978.0,-1,5YJSA1H2XFF095386
871,2016,Model S,90D AWD,37347.0,AWD,White,False,False,4/4/2019,31,1.0,47990.0,75000.0,No Price Analysis,Georgia Auto World,4.32,0.0,"Marietta, GA",47991.0,-1,5YJSA1E28GF136331
872,2016,Model S,90D AWD,43026.0,AWD,Silver,False,False,2/14/2019,80,1.0,47999.0,,No Price Analysis,	 Drive A Dream,4.56,0.0,"Marietta, GA",48000.0,-1,5YJSA1E27GF129077
873,2014,Model S,P85+ RWD,19987.0,,White,False,False,9/3/2018,244,3.0,49900.0,,No Price Analysis,Miami Auto Broker,4.25,0.0,"Hollywood, FL",49901.0,-1,5YJSA1H14EFP51264
874,2016,Model S,75 RWD,44680.0,RWD,Black,False,False,4/24/2019,10,1.0,49977.0,,No Price Analysis,iDrive1 Motorcars,4.56,0.0,"Carrollton, TX",49978.0,-1,5YJSA1E16GF129160
875,2016,Model S,90D AWD,31000.0,AWD,Black,False,False,4/23/2019,11,1.0,49995.0,,No Price Analysis,My Town Auto Inc,4.67,0.0,"Madison Heights, MI",49996.0,-1,5YJSA1E23GF130419
876,2016,Model S,85 RWD,35821.0,,Red,False,True,10/27/2018,189,1.0,50835.0,,No Price Analysis,Auto Collection of Murfreesboro,4.79,0.0,"Murfreesboro, TN",50836.0,-1,5YJSA1E16GF121995
877,2016,Model S,90D AWD,11000.0,AWD,White,False,False,4/21/2019,13,1.0,51000.0,88000.0,No Price Analysis,,,0.0,"Rancho Cordova, CA",51001.0,-1,5YJSA1E27GF142265
878,2016,Model S,85 RWD,25058.0,,Unknown,True,False,1/31/2019,94,1.0,51995.0,,No Price Analysis,Freeman Motor Company,4.67,0.0,"Portland, OR",51996.0,-1,5YJSA1E11GF123976
879,2016,Model S,85 RWD,35065.0,,Silver,False,False,2/9/2019,84,2.0,52495.0,,No Price Analysis,,,0.0,"Valencia, CA",52496.0,-1,5YJSA1E12GF124912
880,2014,Model S,P85 RWD,25882.0,RWD,Blue,False,False,10/3/2018,213,1.0,53950.0,,No Price Analysis,The New Auto Toy Store,5.0,0.0,"Pompano Beach, FL",53951.0,-1,5YJSA1H15EFP53850
881,2016,Model S,85 RWD,29102.0,,White,False,True,3/11/2019,54,1.0,53999.0,,No Price Analysis,Premium Collection,4.55,0.0,"Puyallup, WA",54000.0,-1,5YJSA1E10GF130398
882,2014,Model S,P85+ RWD,33891.0,,White,False,False,2/1/2019,93,3.0,54995.0,,No Price Analysis,Silver State Imports,4.11,0.0,"Raleigh, NC",54996.0,-1,5YJSA1H13EFP51353
883,2016,Model S,85 RWD,14912.0,,Gray,True,False,3/18/2019,47,1.0,54999.0,,No Price Analysis,Premium Collection,4.55,0.0,"Puyallup, WA",55000.0,-1,5YJSA1E18GF123974
884,2015,Model S,P85D AWD,19840.0,AWD,Blue,False,True,4/1/2019,34,1.0,59248.0,,No Price Analysis,Castle Hills Motors,3.99,0.0,"Lewisville, TX",59249.0,-1,5YJSA1H4XFF093896
885,2013,Model S,60 RWD,37000.0,RWD,Silver,False,True,10/23/2018,194,2.0,59990.0,,No Price Analysis,Atlanta Fine Cars,3.29,0.0,"Jonesboro, GA",59991.0,-1,5YJSA1CG4DFP27380
886,2016,Model S,P90D AWD,12269.0,AWD,Blue,False,True,5/1/2019,3,1.0,59998.0,,No Price Analysis,MotorCars of Nashville,3.9,0.0,"Mt Juliet, TN",59999.0,-1,5YJSA1E44GF122766
887,2016,Model S,P90D AWD,39150.0,AWD,Silver,False,False,10/30/2018,186,2.0,74996.0,,No Price Analysis,Metrolina Auto Group,4.51,0.0,"Charlotte, NC",74997.0,-1,5YJSA1E43GF143012
888,2016,Model S,P100D AWD,17443.0,AWD,Red,False,False,4/24/2018,376,4.0,92980.0,,No Price Analysis,McLaren of Charlotte,4.8,0.0,"Charlotte, NC",92981.0,-1,5YJSA1E47GF158306
889,2015,Model S,,45736.0,,Silver,False,False,5/4/2019,0,1.0,-1.0,,No Price Analysis,Wholesale Inc. Mt Juliet,4.03,0.0,"Mount Juliet, TN",44585.0,44584,5YJSA1E27FF115128
890,2015,Model S,60 RWD,40551.0,RWD,Black,False,False,4/11/2019,24,1.0,-1.0,,No Price Analysis,St. George Auto Gallery,4.56,0.0,"Saint George, UT",40900.0,40899,5YJSA1E15FF107262
891,2016,Model S,,54764.0,,Black,False,False,4/11/2019,24,1.0,-1.0,,No Price Analysis,North American Auto Group Imports of Baton Rouge,3.4,0.0,"Baton Rouge, LA",51134.0,51133,5YJSA1E2XGF126609
892,2016,Model S,70 RWD,37058.0,,Red,False,True,5/4/2019,1,2.0,-1.0,,No Price Analysis,	 Drive A Dream,4.56,0.0,"Marietta, GA",0.0,-1,5YJSA1E11GF132371
893,2016,Model S,60 RWD,38083.0,RWD,Blue,False,True,5/4/2019,1,1.0,-1.0,,No Price Analysis,	 Drive A Dream,4.56,0.0,"Marietta, GA",0.0,-1,5YJSA1E15GF161520
894,2016,Model S,60D AWD,31081.0,AWD,White,False,False,4/26/2019,8,2.0,-1.0,,No Price Analysis,Tom Hodges Mitsubishi,4.88,0.0,"Hollywood, MD",52112.0,52111,5YJSA1E29GF135043
895,2014,Model S,P85D AWD,39089.0,AWD,Unknown,True,False,1/18/2019,106,2.0,-1.0,,No Price Analysis,Patriot Chevrolet,4.14,0.0,"Limerick, PA",50997.0,50996,5YJSA1H21EFP63476
896,2014,Model S,60 RWD,44207.0,RWD,Gray,False,False,11/20/2018,165,2.0,-1.0,,No Price Analysis,AlphaCars & Ural of New England,4.8,0.0,"Boxborough, MA",38340.0,38339,5YJSA1S12EFP45455
897,2018,Model S,75D AWD,16759.0,AWD,Black,True,False,4/23/2019,12,1.0,-1.0,,No Price Analysis,Auto Gallery Mitsubishi of Murrieta,,0.0,"Murrieta, CA",62823.0,62822,5YJSA1E29JF248689
898,2013,Model S,85 RWD,87340.0,RWD,Unknown,False,False,5/3/2019,1,2.0,-1.0,,No Price Analysis,iDrive1 Motorcars,4.56,0.0,"Carrollton, TX",32319.0,32318,5YJSA1CN3DFP23819
899,2013,Model S,Performance RWD,15378.0,RWD,Black,False,False,4/1/2019,34,3.0,-1.0,,No Price Analysis,AlphaCars & Ural of New England,4.8,0.0,"Boxborough, MA",45071.0,45070,5YJSA1DP7DFP17800
900,2017,Model S,75 RWD,21298.0,RWD,Black,True,False,4/27/2019,7,1.0,-1.0,,No Price Analysis,Bill Luke Santan,4.42,0.0,"Gilbert, AZ",54407.0,54406,5YJSA1E15HF233849
901,2017,Model S,75 RWD,14591.0,RWD,Black,True,True,5/1/2019,3,1.0,-1.0,,No Price Analysis,Bill Luke Santan,4.42,0.0,"Gilbert, AZ",54187.0,54186,5YJSA1E14HF233860
902,2017,Model S,75 RWD,16944.0,RWD,Unknown,True,False,5/2/2019,2,1.0,-1.0,,No Price Analysis,Bill Luke Tempe,4.18,0.0,"Tempe, AZ",55635.0,55634,5YJSA1E1XHF233846
903,2017,Model S,75 RWD,16519.0,RWD,Black,True,False,5/3/2019,2,1.0,-1.0,,No Price Analysis,Bill Luke Chrysler Jeep Dodge Ram,4.13,0.0,"Phoenix, AZ",55755.0,55754,5YJSA1E16HF233858
904,2017,Model S,75 RWD,18685.0,RWD,Black,True,False,5/4/2019,1,1.0,-1.0,,No Price Analysis,	 Drive A Dream,4.56,0.0,"Marietta, GA",55144.0,55143,5YJSA1E18HF218942
905,2012,Model S,,27089.0,,Black,True,False,5/2/2019,3,1.0,-1.0,,No Price Analysis,K&S Auto Sales,4.77,0.0,"San Diego, CA",37886.0,37885,5YJSA1CN8CFP02253
906,2012,Model S,Performance RWD,68296.0,RWD,Silver,True,False,4/8/2019,27,3.0,3700.0,92400.0,Uncertain,,,0.0,"West Roxbury, MA",30034.0,33734,5YJSA1DN4CFP01325
907,2013,Model S,85 RWD,41927.0,RWD,Black,False,False,9/7/2018,239,3.0,44995.0,,Uncertain,Regan Motors,4.71,0.0,"Newbury Park, CA",8167.0,36828,5YJSA1CN0DFP05195
908,2016,Model S,75D AWD,238865.0,AWD,Silver,False,False,4/15/2019,19,1.0,49900.0,79500.0,Uncertain,,,0.0,"Newtonville, MA",39608.0,10292,5YJSA1E23GF139217
909,2014,Model S,85 RWD,84519.0,RWD,Black,False,False,3/4/2019,62,1.0,49999.0,,Uncertain,Elite Dealer Sales,4.17,0.0,"Costa Mesa, CA",15128.0,34871,5YJSA1H10EFP60558
910,2013,Model S,Performance RWD,59740.0,RWD,Black,False,True,3/12/2018,418,1.0,52495.0,,Uncertain,2nd Chance Motors,5.0,0.0,"Benton, LA",14659.0,37836,5YJSA1DP5DFP21991
911,2013,Model S,Performance RWD,17626.0,RWD,Red,False,False,4/27/2018,372,3.0,58800.0,,Uncertain,RoadSport,4.0,0.0,"Campbell, CA",14460.0,44340,5YJSA1CP0DFP23164
912,2014,Model S,60 RWD,41192.0,RWD,Black,False,False,9/27/2017,585,2.0,58977.0,,Uncertain,Kelly Motorcars,4.15,0.0,"Hatfield, PA",20178.0,38799,5YJSA1S18EFP42334
913,2015,Model S,85D AWD,19884.0,AWD,Blue,False,False,4/14/2018,386,1.0,63999.0,84900.0,Uncertain,Nashville Speed Shop,4.63,0.0,"Nashville, TN",14087.0,49912,5YJSA1H24FF087607
914,2016,Model S,75 RWD,11000.0,RWD,Unknown,False,False,1/18/2018,472,2.0,65000.0,74500.0,Uncertain,,,0.0,"Cincinnati, OH",11414.0,53586,5YJSA1E10GF144530
915,2017,Model S,75D AWD,21874.0,AWD,Silver,False,False,6/8/2018,331,1.0,69995.0,89500.0,Uncertain,Rockland Automall,4.35,0.0,"West Nyack, NY",7135.0,62860,5YJSA1E21HF204759
916,2016,Model S,75D AWD,25795.0,AWD,Black,False,True,4/27/2019,7,2.0,70682.0,49446.0,Uncertain,Tropical Chevrolet,4.16,0.0,"Miami Shores, FL",16160.0,54522,5YJSA1E23GF168362
917,2015,Model S,85D AWD,5736.0,AWD,White,False,False,8/31/2017,612,1.0,94495.0,84900.0,Uncertain,Bossi's Automotive,,0.0,"Winchester, MA",42800.0,51695,5YJSA1H28FFP76937
918,2018,Model S,100D AWD,396.0,AWD,White,False,False,4/26/2019,8,1.0,99999.0,94000.0,Uncertain,,,0.0,"Great Barrington, MA",14272.0,85727,5YJSA1E20JF274291
919,2013,Model S,Performance RWD,50616.0,RWD,White,False,False,4/20/2019,15,2.0,42995.0,,High Price,Scoreboard Automotive Sales and Leasing,4.88,-0.6165364289999999,"Eureka, MO",2203.0,40792,5YJSA1DP6DFP06948
920,2013,Model S,Performance RWD,85027.0,RWD,Gray,False,False,5/2/2019,2,3.0,36700.0,89900.0,High Price,,,-0.617376215,"Los Angeles, CA",2206.0,34494,5YJSA1DP9DFP13876
921,2014,Model S,85 RWD,99947.0,RWD,White,True,False,5/9/2018,361,1.0,34999.0,,High Price,Las Vegas Auto Sports,4.49,-0.6207040079999999,"Las Vegas, NV",1721.0,33278,5YJSA1H18EFP40378
922,2017,Model S,100D AWD,18746.0,AWD,Blue,False,False,10/11/2018,206,1.0,83850.0,,High Price,Fishers Imports,4.08,-0.6235484179999999,"Fishers, IN",4255.0,79595,5YJSA1E20HF232620
923,2013,Model S,60 RWD,62454.0,RWD,Black,False,False,12/12/2018,144,3.0,34995.0,,High Price,California Car Co.,4.57,-0.626801543,"Brea, CA",1348.0,33647,5YJSA1AC6DFP10595
924,2015,Model S,P85D AWD,35457.0,AWD,White,False,False,8/24/2018,253,1.0,62500.0,,High Price,Axiom Auto Group,4.71,-0.6306145479999999,"Sunnyvale, CA",4113.0,58387,5YJSA1H44FF095496
925,2013,Model S,60 RWD,62749.0,RWD,Blue,False,False,1/9/2019,115,1.0,34995.0,,High Price,Schroeder Motors,3.0,-0.642153677,"Saint Charles, MO",1381.0,33614,5YJSA1CG0DFP08664
926,2012,Model S,Signature Performance RWD,32201.0,RWD,White,True,False,11/13/2018,172,1.0,41499.0,,High Price,MotorCars of Nashville,3.9,-0.651935122,"Mt Juliet, TN",1784.0,39715,5YJSA1DP1CFS00023
927,2016,Model S,,27376.0,,White,False,False,5/1/2019,4,1.0,54999.0,,High Price,Motorpoint Roswell,4.37,-0.6547995,"Roswell, GA",4799.0,50200,5YJSA1E10GF151915
928,2013,Model S,60 RWD,54071.0,RWD,Brown,False,False,4/24/2019,11,1.0,36000.0,,High Price,Carvana,4.38,-0.656575379,"Tempe, AZ",1412.0,34588,5YJSA1AG5DFP11076
929,2018,Model S,75D AWD,12991.0,AWD,Black,True,False,4/15/2019,19,1.0,64888.0,64988.0,High Price,Charles Barker Toyota,4.66,-0.6632551,"Virginia Beach, VA",2282.0,62606,5YJSA1E29JF234260
930,2013,Model S,Performance RWD,107781.0,RWD,Red,True,False,4/25/2019,9,2.0,34995.0,35888.0,High Price,Lexus of Bellevue,4.66,-0.667763373,"Bellevue, WA",2386.0,32609,5YJSA1DP7DFP13035
931,2014,Model S,P85 RWD,51933.0,RWD,Silver,False,False,3/5/2019,61,3.0,42950.0,,High Price,RoadSport,4.0,-0.670428192,"Campbell, CA",1854.0,41096,5YJSA1H15EFP40466
932,2013,Model S,60 RWD,54450.0,RWD,Brown,False,False,10/2/2018,215,2.0,35995.0,,High Price,Hollywood Rides Inc,3.86,-0.6742535940000001,"Panorama City, CA",1450.0,34545,5YJSA1CG0DFP03674
933,2013,Model S,Performance RWD,68296.0,RWD,White,False,False,4/4/2019,30,1.0,40599.0,,High Price,BuyMCar.com,,-0.67448166,"Los Angeles, CA",2410.0,38189,5YJSA1DP6DFP27945
934,2015,Model S,85 RWD,32913.0,RWD,White,False,False,4/27/2018,373,1.0,46995.0,,High Price,Imperial Highline,4.24,-0.675920042,"Manassas, VA",1879.0,45116,5YJSA1H19FFP69065
935,2016,Model S,90D AWD,51591.0,AWD,Black,False,False,4/3/2019,32,1.0,57988.0,,High Price,iDeal Motors,4.46,-0.681169728,"Costa Mesa, CA",3507.0,54481,5YJSA1E23GF144983
936,2013,Model S,Signature Performance RWD,57601.0,,Black,True,True,10/20/2018,197,2.0,37495.0,,High Price,Superior Auto Exchange,4.2,-0.681764131,"Cincinnati, OH",1791.0,35704,5YJSA1DP8DFP10287
937,2016,Model S,P90D AWD,16671.0,AWD,Black,False,False,2/13/2019,81,1.0,79995.0,,High Price,JStar Chrysler Jeep Dodge RAM,3.67,-0.683392952,"Anaheim, CA",3244.0,76751,5YJSA1E42GF122233
938,2018,Model S,75D AWD,9500.0,AWD,Silver,False,False,8/23/2018,255,1.0,68500.0,74500.0,High Price,,,-0.684182195,"Hillsboro, OR",2354.0,66146,5YJSA1E24JF259082
939,2014,Model S,60 RWD,52326.0,RWD,Blue,True,False,8/23/2018,255,2.0,37995.0,,High Price,Imperial Highline,4.24,-0.689046872,"Manassas, VA",2521.0,35474,5YJSA1S14EFP38247
940,2015,Model S,85D AWD,53650.0,AWD,Silver,True,False,4/27/2018,373,1.0,48995.0,,High Price,Imperial Highline,4.24,-0.689767287,"Manassas, VA",3338.0,45657,5YJSA1H2XFFP76583
941,2016,Model S,75 RWD,45799.0,RWD,Silver,False,False,3/20/2019,46,1.0,52888.0,,High Price,iDeal Motors,4.46,-0.6961105670000001,"Costa Mesa, CA",2210.0,50678,5YJSA1E15GF141896
942,2013,Model S,85 RWD,58376.0,RWD,Silver,False,False,2/2/2019,91,2.0,36995.0,41999.0,High Price,Serramonte Subaru Volkswagen,3.62,-0.7005276840000001,"Colma, CA",1800.0,35195,5YJSA1DN1DFP19671
943,2013,Model S,Performance RWD,34500.0,RWD,Black,False,False,4/21/2018,379,1.0,44800.0,,High Price,Royal Carriage,4.5,-0.702194597,"Las Vegas, NV",2509.0,42291,5YJSA1CP3DFP04575
944,2014,Model S,60 RWD,50245.0,RWD,Silver,False,False,5/1/2019,3,2.0,39995.0,,High Price,South Bay Pre-Owned,3.0,-0.7040841309999999,"Lomita, CA",2576.0,37419,5YJSA1S10EFP48029
945,2015,Model S,90D AWD,26780.0,AWD,Gray,False,False,3/28/2019,38,1.0,54999.0,,High Price,Premium Collection,4.55,-0.7095782620000001,"Puyallup, WA",2773.0,52226,5YJSA1E24FF104720
946,2014,Model S,85 RWD,43389.0,RWD,White,False,True,2/9/2019,84,1.0,41988.0,,High Price,iDeal Motors,4.46,-0.712690235,"Costa Mesa, CA",1976.0,40012,5YJSA1H18EFP61585
947,2013,Model S,85 RWD,51595.0,RWD,Red,False,True,4/20/2019,15,1.0,37900.0,69900.0,High Price,Bussinger Automotive,4.5,-0.7188263490000001,"Feasterville Trevose, PA",1847.0,36053,5YJSA1DN0DFP08385
