,year,model,config,mileage,drivetrain,transmission,ext_color,int_color,price,owners,ori_price,good_deal_margin,deal,hotornot,sellin,carfax,dealer,dealer_rating,dealer_review_number,dealer_zipcode,consumer_rating,consumer_review_number,vin
894,2014,Model S,Base,23998,RWD,Automatic,Red,Beige,34995,1,,39838.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,RDU Auto Sales,5.0,107.0,27610.0,4.9,33,5YJSA1S19EFP31858
895,2015,Model S,85D,40210,AWD,Automatic,Silver,Black,46995,more than 1,,48329.0,Good,NOT HOT,,Free AutoCheck Report,Don Sitts Auto Sales,5.0,134.0,44221.0,4.8,41,5YJSA1H25FFP78385
896,2017,Model S,90D,17603,AWD,Automatic,Black,Other,67988,more than 1,68880.0,68875.0,Good,NOT HOT,,Free CARFAX Report,Chevrolet of Everett,5.0,73.0,98203.0,4.7,25,5YJSA1E27HF186395
897,2014,Model S,Base,61231,RWD,Automatic,Black,Beige,29995,more than 1,,35062.0,Great,NOT HOT,,Free CARFAX Report,Highline Auto Sales,4.6,272.0,60527.0,4.9,33,5YJSA1S19EFP29916
898,2017,Model S,75,27081,RWD,Automatic,Black,Other,57974,more than 1,,60723.0,Good,NOT HOT,,CARFAX Report,Ed Dena's Auto Center,5.0,18.0,93618.0,4.7,25,5YJSA1E11HF202744
899,2015,Model S,70D,64531,RWD,Automatic,White,Beige,34978,more than 1,,36901.0,Good,NOT HOT,,Free CARFAX Report,Hanna Imports,4.9,1917.0,27608.0,4.8,41,5YJSA1S11FF082395
900,2015,Model S,P85D,24077,AWD,Automatic,Black,Black,54976,more than 1,55976.0,58860.0,Good,NOT HOT,,Free CARFAX Report,O'Neil Nissan,4.9,616.0,18974.0,4.8,41,5YJSA1H26FFP79903
901,2013,Model S,Performance,79153,RWD,Automatic,Blue,Beige,36900,1,,40636.0,Good,HOT CAR,8.0,Free CARFAX 1-Owner Report,Sunshine Auto Mall,5.0,211.0,32817.0,4.9,47,5YJSA1CP8DFP27561
902,2018,Model X,75D,8622,AWD,Automatic,White,White,82750,1,,85219.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Mark Kia,4.2,895.0,85257.0,5.0,5,5YJXCDE29JF119904
903,2018,Model 3,,7489,RWD,Automatic,Gray,Black,49285,1,,55211.0,Good,HOT CAR,8.0,Free CARFAX 1-Owner Report,Audi Palo Alto,4.5,1358.0,94303.0,4.5,69,5YJ3E1EA7JF012705
904,2015,Model S,70,43826,RWD,Automatic,Black,Black,38994,more than 1,,39334.0,Good,NOT HOT,,Free CARFAX Report,Land Rover Hoffman Estates,4.8,289.0,60169.0,4.8,41,5YJSA1E16FF119016
905,2013,Model S,Base,99673,RWD,Other / Unknown,Blue,Black,28995,1,,30642.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Rev It Motors,5.0,3.0,92040.0,4.9,47,5YJSA1CNXDFP04331
906,2016,Model X,P90D,28979,AWD,Automatic,Blue,Black,82500,more than 1,,85014.0,Good,NOT HOT,,CARFAX Report,Galleria Cars,,,75229.0,5.0,12,5YJXCAE45GF002720
907,2016,Model X,70D,35060,AWD,Automatic,Red,Beige,65999,1,,70012.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Atlanta Autos,4.3,913.0,30062.0,5.0,12,5YJXCAE21GF008822
908,2014,Model S,Performance,37214,RWD,Automatic,Other,Black,38995,1,,48644.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Godspeed Motors,4.7,57.0,28269.0,4.9,33,5YJSA1H16EFP28469
909,2013,Model S,Base,12159,FWD,Automatic,Gray,Black,34990,1,,36578.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,NextGear Motors,4.4,7.0,27603.0,4.9,47,5YJSA1CG1DFP18796
910,2015,Model S,70D,27281,AWD,Automatic,Blue,Black,42775,more than 1,,47558.0,Good,NOT HOT,,CARFAX Report,Carplus,,,20152.0,4.8,41,5YJSA1E20FF105122
911,2015,Model S,70D,42864,AWD,Automatic,Silver,Other,37500,1,,42537.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,United Imports,4.7,93.0,95129.0,4.8,41,5YJSA1S22FF094855
912,2015,Model S,70D,19692,AWD,Automatic,Black,Other,38995,1,39995.0,44030.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,United Imports,4.7,93.0,95129.0,4.8,41,5YJSA1S26FF094972
913,2018,Model 3,Long Range,10673,RWD,Automatic,Blue,Black,46995,1,,52148.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,"City Auto Sales, LLC",4.7,155.0,38128.0,4.5,69,5YJ3E1EA3JF019506
914,2016,Model X,P90D,38449,AWD,Automatic,Silver,Black,79995,1,84986.0,89303.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Elder Ford of Tampa,4.6,2751.0,33612.0,5.0,12,5YJXCAE43GF008466
915,2016,Model S,90D,40385,AWD,Automatic,Silver,Gray,50621,more than 1,52306.0,54313.0,Good,NOT HOT,,Free AutoCheck Report,Roesch Ford,4.6,285.0,60106.0,4.8,27,5YJSA1E21GF130564
916,2018,Model S,75D,6964,AWD,Automatic,Black,Black,61890,1,,64860.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Sheehy Hyundai of Waldorf,4.2,112.0,20601.0,4.8,5,5YJSA1E22JF266712
917,2014,Model S,P85D,43920,RWD,Automatic,Green,Beige,41800,1,43800.0,35580.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,"Autos, Etc.",5.0,14.0,2339.0,4.9,33,5YJSA1H13EFP58870
918,2017,Model S,75,22217,RWD,Automatic,Black,Black,50499,1,,55410.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Daly City Mitsubishi,4.2,5.0,94014.0,4.7,25,5YJSA1E1XHF202810
919,2015,Model S,70D,31350,AWD,Automatic,Gray,Gray,44988,1,,45983.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,4.8,41,5YJSA1S25FF085910
920,2016,Model X,P90D,6758,AWD,Automatic,Gray,Beige,87988,1,,88939.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,5.0,12,5YJXCAE40GF008215
921,2016,Model X,P90D,40796,AWD,Automatic,White,Beige,71995,1,,77219.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Highline Auto Sales,4.6,272.0,60527.0,5.0,12,5YJXCAE47GF000483
922,2016,Model X,P90D,26150,AWD,Automatic,Blue,Black,71995,1,72995.0,79492.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Auto Boutique,4.4,47.0,43204.0,5.0,12,5YJXCAE47GF000340
923,2016,Model S,70D,18130,AWD,Automatic,Silver,Gray,45633,more than 1,,,not_rating,NOT HOT,,CARFAX Report,North Coast Auto Mall,4.7,2169.0,44146.0,4.8,27,5YJSA1E2XGF130062
924,2014,Model S,Base,36934,RWD,Automatic,White,Gray,31833,1,,42028.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Gold Coast Motorsports,4.6,82.0,11040.0,4.9,33,5YJSA1S12EFP32205
925,2018,Model 3,,1976,RWD,Automatic,Black,Other,52800,1,,56206.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Ultimo Motors West,4.7,393.0,60555.0,4.5,69,5YJ3E1EA0JF177964
926,2013,Model S,Performance,29869,RWD,Automatic,Black,Black,39826,more than 1,,41105.0,Good,NOT HOT,,Free CARFAX Report,Premier Autos of Dallas,5.0,3.0,75001.0,4.9,47,5YJSA1DN7DFP23613
927,2015,Model S,90D,26433,AWD,Automatic,Other,Other,43999,1,,49003.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,1st Choice Autos,5.0,45.0,30080.0,4.8,41,5YJSA1E23FF108564
928,2018,Model S,P100D,5294,AWD,Automatic,White,Beige,110888,1,,114657.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Mancuso Motorsports,4.5,17.0,60654.0,4.8,5,5YJSA1E49JF256020
929,2016,Model X,75D,31525,AWD,Automatic,Black,Black,66900,more than 1,,69874.0,Good,HOT CAR,4.0,Free CARFAX Report,Carmel Auto Gallery,5.0,3.0,46032.0,5.0,12,5YJXCDE24GF030346
930,2014,Model S,Base,50621,4x2/2-wheel drive,Automatic,Red,Black,34988,more than 1,,36405.0,Good,NOT HOT,,Free CARFAX Report,Ride N Drive,4.7,11.0,75043.0,4.9,33,5YJSA1S12EFP34021
931,2016,Model S,75D,50901,AWD,Automatic,White,Beige,48390,1,,53176.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Current Automotive,,,60540.0,4.8,27,5YJSA1E22GF158857
932,2018,Model 3,Long Range,3980,RWD,Automatic,Silver,Black,48750,1,,58042.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Shift Los Angeles,3.0,31.0,90022.0,4.5,69,5YJ3E1EA6JF023775
933,2018,Model 3,Long Range,518,AWD,Automatic,Black,Black,59990,1,,64590.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,AC Motors of Eden Prairie,4.5,33.0,55344.0,4.5,69,5YJ3E1EB6JF086674
934,2015,Model S,90D,45744,AWD,Automatic,White,Beige,45999,1,,51271.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Drive A Dream,4.7,121.0,30062.0,4.8,41,5YJSA1E26FF115413
935,2018,Model 3,Long Range,3850,AWD,Automatic,Other,Black,49998,1,52997.0,53722.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Current Automotive,,,60540.0,4.5,69,5YJ3E1EB1JF065828
936,2018,Model 3,Long Range,7102,AWD,Automatic,Other,Black,49989,1,51998.0,53722.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Current Automotive,,,60540.0,4.5,69,5YJ3E1EB4JF064124
937,2013,Model S,Base,72398,RWD,Automatic,Red,Gray,31995,1,32995.0,34760.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Richard Catena Auto Wholesalers,4.7,920.0,7608.0,4.9,47,5YJSA1CN6DFP27587
939,2017,Model X,90D,37216,AWD,Automatic,Blue,Gray,74942,1,75804.0,64968.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Sears Imported Autos,4.9,628.0,55305.0,4.9,17,5YJXCBE24HF043667
940,2017,Model X,90D/75D/100D,31826,AWD,Automatic,Silver,Black,65977,more than 1,,87646.0,Great,NOT HOT,,Free CARFAX Report,Haims Motors of Hollywood,4.1,106.0,33021.0,4.9,17,5YJXCAE23HF040205
941,2016,Model X,90D,28133,AWD,Automatic,Blue,Black,74988,1,,77830.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,5.0,12,5YJXCBE28GF002909
942,2016,Model X,75D,45019,AWD,Automatic,White,Beige,66000,1,,68432.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,House of Imports,4.7,618.0,90621.0,5.0,12,5YJXCAE21GF009999
943,2017,Model X,75D,18484,AWD,Automatic,White,White,72999,1,,77492.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Atlanta Autos,4.3,913.0,30062.0,4.9,17,5YJXCDE26HF055847
944,2013,Model S,Base,9508,RWD,Automatic,White,Black,38957,1,,43216.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Jaguar Land Rover Treasure Coast,4.9,146.0,34982.0,4.9,47,5YJSA1CG7DFP16972
945,2013,Model S,Base,57072,RWD,Automatic,Black,Black,31995,1,,35239.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Highline Auto Sales,4.6,272.0,60527.0,4.9,47,5YJSA1CN4DFP13106
946,2012,Model S,Signature Performance,60467,RWD,Automatic,Black,Black,35995,more than 1,,35034.0,Fair,NOT HOT,,Free CARFAX Report,Ultimate Motorsports Inc.,4.8,347.0,77031.0,4.6,11,5YJSA1DP5CFP01447
947,2016,Model X,P90D,15146,AWD,Automatic,Black,White,84577,1,,82114.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,INFINITI of Hoffman Estates,4.8,1092.0,60169.0,5.0,12,5YJXCBE40GF006115
948,2018,Model X,100D,675,AWD,Automatic,Black,Black,101900,more than 1,,104471.0,Good,NOT HOT,,CARFAX Report,Pagani Newport Beach,,,92663.0,5.0,5,5YJXCAE24JF133858
949,2012,Model S,Performance,117148,RWD,Automatic,Blue,Other,29300,more than 1,,20111.0,Fair,HOT CAR,5.0,Free CARFAX Report,ST. GEORGE AUTO gallery,5.0,16.0,84790.0,4.6,11,5YJSA1DPXCFP02688
950,2015,Model S,70D,51353,AWD,Automatic,Black,Black,41900,1,,41504.0,Fair,HOT CAR,6.0,Free CARFAX 1-Owner Report,Sky Motor Cars,4.9,208.0,19382.0,4.8,41,5YJSA1S29FF082752
951,2018,Model S,75D,12347,AWD,Automatic,Black,Black,60990,more than 1,,65444.0,Good,NOT HOT,,CARFAX Report,Kia of Huntington,4.9,118.0,11743.0,4.8,5,5YJSA1E2XJF234221
952,2016,Model X,P90D,23456,AWD,Automatic,Silver,Black,84890,more than 1,,89698.0,Good,NOT HOT,,CARFAX Report,Bayshore Automotive,5.0,168.0,33605.0,5.0,12,5YJXCAE40GF000924
953,2018,Model 3,Long Range,3212,RWD,Automatic,Black,Black,49890,more than 1,,52913.0,Good,NOT HOT,,CARFAX Report,Bayshore Automotive,5.0,168.0,33605.0,4.5,69,5YJ3E1EAXJF010138
954,2017,Model X,75D,19566,AWD,Automatic,Gray,Black,67990,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Jumbo Luxury Cars,5.0,24.0,33023.0,4.9,17,5YJXCBE25HF037750
955,2017,Model S,75D,35334,AWD,Automatic,Other,Other,58599,more than 1,,61500.0,Good,NOT HOT,,CARFAX Report,Cornerstone Ford Chrysler,4.8,283.0,55330.0,4.7,25,5YJSA1E29HF232308
956,2008,Roadste,,3433,RWD,Automatic,Other,Gray,57000,1,,60991.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Carbiz Greater Washington DC,4.7,74.0,20723.0,4.8,4,5YJRE11B381000289
957,2017,Model S,100D,31968,AWD,Automatic,Black,Other,72575,more than 1,,79126.0,Good,NOT HOT,,CARFAX Report,Doug Smith Autoplex,5.0,90.0,84003.0,4.7,25,5YJSA1E25HF202058
958,2018,Model X,P100D,2406,AWD,Automatic,White,White,149780,more than 1,,149282.0,Good,NOT HOT,,CARFAX Report,Silicon Auto Group LLC,,,78669.0,5.0,5,5YJXCAE42JF104371
961,2008,Roadste,,9805,RWD,Automatic,Other,Beige,49988,more than 1,52988.0,54768.0,Good,NOT HOT,,Free CARFAX Report,Marin Acura,4.9,878.0,94925.0,4.8,4,5YJRE11B981000412
962,2014,Model S,Base,40543,RWD,Automatic,Black,Beige,39988,1,,42273.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Bedrock Motors,4.8,43.0,55434.0,4.9,33,5YJSA1H14EFP43942
963,2013,Model S,Performance,24006,RWD,Other / Unknown,Black,Gray,43995,1,,47876.0,Good,HOT CAR,4.0,Free CARFAX 1-Owner Report,"City Auto Sales, LLC",4.7,155.0,38128.0,4.9,47,5YJSA1DP0DFP04547
964,2015,Model S,70D,43142,AWD,Automatic,Silver,Beige,39995,1,,42479.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Highline Auto Sales,4.6,272.0,60527.0,4.8,41,5YJSA1E20FF102897
965,2017,Model S,75,23158,RWD,Automatic,Black,Black,49499,1,50499.0,55410.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Daly City Mitsubishi,4.2,5.0,94014.0,4.7,25,5YJSA1E18HF233859
966,2013,Model S,Base,41355,RWD,Automatic,Brown,Beige,36900,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Temecula Hyundai,4.8,871.0,92591.0,4.9,47,5YJSA1AC9DFP10610
967,2017,Model S,P100D,18871,AWD,Automatic,Black,Black,95000,1,,90121.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Delong Ford Inc,5.0,844.0,60420.0,4.7,25,5YJSA1E48HF188853
968,2018,Model 3,Long Range,4606,AWD,Automatic,Black,White,49994,1,52493.0,53722.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Current Automotive,,,60540.0,4.5,69,5YJ3E1EB7JF134943
969,2018,Model 3,Long Range,7455,AWD,Automatic,Blue,Black,49989,1,51993.0,53722.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Current Automotive,,,60540.0,4.5,69,5YJ3E1EB6JF115364
970,2016,Model S,75D,15872,AWD,Automatic,Silver,Black,53968,1,,57915.0,Good,HOT CAR,10.0,Free CARFAX 1-Owner Report,Current Automotive,,,60540.0,4.8,27,5YJSA1E25GF175393
972,2018,Model 3,Long Range,8375,AWD,Automatic,Gray,Black,49888,1,51888.0,54416.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,ASTON MARTIN SUMMIT SHORT HILLS,5.0,1.0,7901.0,4.5,69,5YJ3E1EB4JF129053
973,2014,Model S,Base,47616,RWD,Automatic,Black,Black,36985,1,38895.0,40825.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Paradise Automotive Group,4.8,19.0,92675.0,4.9,33,5YJSA1S18EFP36629
974,2017,Model S,75D,28786,RWD,Automatic,Black,Black,51973,1,,57538.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Bill Luke Chrysler Jeep Dodge RAM,4.4,842.0,85015.0,4.7,25,5YJSA1E1XHF202774
975,2017,Model S,75D,29044,AWD,Automatic,Black,Black,64800,1,,68186.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Ultimo Motors North Shore,5.0,21.0,60062.0,4.7,25,5YJSA1E20HF195312
976,2016,Model S,70,19456,RWD,Automatic,White,Black,44299,1,,46363.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Ricart Used Car Factory,4.8,4289.0,43125.0,4.8,27,5YJSA1E11GF121922
979,2017,Model S,75D,30960,RWD,Automatic,Black,Black,51888,1,,55813.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Calidad Motors,1.3,3.0,94521.0,4.7,25,5YJSA1E11HF202792
980,2013,Model S,Performance,72583,RWD,Automatic,Black,Black,37995,more than 1,,41224.0,Good,NOT HOT,,Free CARFAX Report,Lot 99,2.3,3.0,97267.0,4.9,47,5YJSA1DP7DFP03296
981,2017,Model S,100D,11162,AWD,Automatic,Black,Black,84988,1,,87862.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Ferman Chevrolet of Tampa,4.7,1890.0,33619.0,4.7,25,5YJSA1E24HF189142
982,2016,Model S,P90D,12292,AWD,Automatic,Black,Black,49998,1,,65151.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,HGreg.com Orlando,4.7,1202.0,32809.0,4.8,27,5YJSA1E24GF126282
983,2013,Model S,Performance,24980,RWD,Automatic,Gray,Beige,42881,more than 1,,47058.0,Good,NOT HOT,,Free AutoCheck Report,Carrollton Motors,5.0,11.0,30117.0,4.9,47,5YJSA1CP1DFP22878
985,2016,Model S,85D,29975,AWD,Automatic,Silver,Black,45990,1,,55282.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,NextGear Motors,4.4,7.0,27603.0,4.8,27,5YJSA1E2XGF128988
986,2013,Model S,Base,8632,RWD,Automatic,Silver,Gray,39500,1,,46873.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Galleria Motorcars,,,85257.0,4.9,47,5YJSA1CG9DFP20358
987,2016,Model S,P90D,33392,AWD,Automatic,Silver,Black,53799,1,,64865.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Motor Cars of Nashville,4.3,40.0,37122.0,4.8,27,5YJSA1E28GF128505
988,2013,Model S,Performance,43349,RWD,Automatic,Gray,Black,38795,more than 1,,44288.0,Good,NOT HOT,,Free CARFAX Report,ALM Gwinnett,4.8,1025.0,30096.0,4.9,47,5YJSA1DP7DFP07008
989,2016,Model S,60D,16782,AWD,Automatic,Silver,Gray,47734,1,,52535.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Midway Automotive,4.8,974.0,2351.0,4.8,27,5YJSA1E2XGF152739
990,2014,Model S,Base,29212,RWD,Automatic,Blue,Beige,39995,more than 1,,46117.0,Great,NOT HOT,,CARFAX Report,Auto Expo Ent Inc,4.8,1014.0,11021.0,4.9,33,5YJSA1S11EFP66068
991,2014,Model S,Performance,53700,RWD,Automatic,White,Black,37500,more than 1,,43041.0,Good,NOT HOT,,Free CARFAX Report,LW Automotive,4.6,136.0,15237.0,4.9,33,5YJSA1H12EFP55779
992,2017,Model S,75,30315,RWD,Automatic,Silver,Black,49992,1,,55023.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Chevrolet of Stevens Creek,5.0,1.0,95117.0,4.7,25,5YJSA1E18HF206547
993,2016,Model S,75D,37640,RWD,Automatic,Red,Black,42995,1,,42297.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Worldwide Motors,5.0,20.0,92126.0,4.8,27,5YJSA1E11GF126733
994,2014,Model S,P85D,116782,AWD,Automatic,Silver,Black,42989,1,,26169.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Auto Centrix,5.0,6.0,75006.0,4.9,33,5YJSA1H21EFP67575
995,2017,Model X,75D,15827,AWD,Automatic,Black,White,73873,1,,77290.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Current Automotive,,,60540.0,4.9,17,5YJXCBE23HF051257
