"","hotornot","year","config","drivetrain","mileage.x","ext_color","int_color","price.x","good_deal_margin","deal","dealer","dealer_rating","dealer_review_number","consumer_rating","consumer_review_number","fleet","hasAccidents","daysOnMarket","ownerCount"
"39","HOT CAR",2013,"Base","RWD",38128,"Gray","Other",38950,41379,"Good","Luxury Auto Plex LLC",4,11,4.9,47,"False","False",14,1
"40","NOT HOT",2013,"Base","RWD",61427,"Black","Black",34995,35088,"Good","California Car Company",3.3,13,4.9,47,"False","False",65,2
"41","NOT HOT",2013,"Base","RWD",55749,"Other","Other",35991,35540,"Fair","Audi of Downtown L.A.",4.7,119,4.9,47,"False","False",21,2
"42","NOT HOT",2012,"Signature","RWD",47192,"Green","Gray",35900,36969,"Good","Lustine Chrysler Jeep Dodge RAM",4.4,974,4.6,11,"True","False",365,1
"43","NOT HOT",2012,"Signature","RWD",40546,"Blue","Other",39592,42584,"Good","Hyundai Nissan of Serramonte",1,105,4.6,11,"True","False",76,1
"44","NOT HOT",2013,"Base","RWD",41927,"Black","Black",44995,38083,"Fair","Regan Motors",3.7,21,4.9,47,"False","False",239,3
"45","NOT HOT",2013,"Base","RWD",68281,"Red","Beige",35996,39052,"Good","Landmark Motors",4.5,87,4.9,47,"False","False",145,2
"46","NOT HOT",2013,"Base","RWD",49883,"Blue","Other",34999,35562,"Good","Schoepp Motors - Northeast",4.39333333333333,592.363265306122,4.9,47,"False","False",214,2
"47","NOT HOT",2013,"Base","RWD",66060,"Silver","Other",36989,37163,"Good","Mercedes-Benz of Salem",5,171,4.9,47,"False","False",155,2
"48","NOT HOT",2013,"Base","RWD",69733,"Black","Other",34999,35084,"Good","Midwest Automotive Connection",4.3,95,4.9,47,"True","False",80,2
"49","NOT HOT",2013,"Base","RWD",35442,"Silver","Beige",39390,44204,"Good","Northwest Motorsport - Puyallup",4.9,12245,4.9,47,"True","False",109,1
"50","NOT HOT",2013,"Base","RWD",52004,"Silver","Black",37999,38583,"Good","OutLet4Cars.com",5,12,4.9,47,"False","False",119,3
"51","HOT CAR",2012,"Signature","RWD",127834,"Other","Beige",26900,21064,"Fair","Auto Merchants Inc.",3.7,98,4.6,11,"False","False",19,2
"52","NOT HOT",2013,"Base","RWD",57072,"Black","Black",31995,35239,"Good","Highline Auto Sales",4.6,272,4.9,47,"False","False",15,1
"53","NOT HOT",2013,"Base","RWD",57000,"Silver","Other",35999,36651,"Good","Siry Auto Group",4.8,472,4.9,47,"True","False",4,3
"54","NOT HOT",2013,"Base","RWD",103600,"White","Black",31900,30312,"Fair","Best Car N Care Inc.",1,5,4.9,47,"True","False",280,1
"55","NOT HOT",2013,"Base","RWD",52000,"Blue","Gray",35950,35270,"Fair","West Coast Motor Sports",5,2,4.9,47,"True","False",220,1
"56","NOT HOT",2013,"Base","RWD",82033,"Gray","Black",29995,33182,"Good","Black Label Auto Firm",4,4,4.9,47,"False","True",16,2
"57","HOT CAR",2013,"Base","RWD",33524,"White","Other",41987,51836.0835579515,"not_rating","Integrity Auto Sales",4.5,33,4.9,47,"False","False",3,2
"58","HOT CAR",2013,"Base","RWD",49978,"Brown","Gray",36995,40044,"Good","City Auto Sales, LLC",4.7,155,4.9,47,"False","False",2,1
"59","NOT HOT",2013,"Base","RWD",72398,"Red","Gray",31995,34760,"Good","Richard Catena Auto Wholesalers",4.7,920,4.9,47,"False","True",26,1
"60","NOT HOT",2013,"Base","RWD",122326,"White","Other",27555,29658,"Good","Sam Jidd Luxury LLC",3.9,7,4.9,47,"False","False",23,2
"61","NOT HOT",2013,"Base","RWD",86650,"Red","Black",32995,33189,"Good","Black Label Auto Firm",4,4,4.9,47,"False","False",42,2
"62","NOT HOT",2013,"Base","RWD",54568,"Green","Black",39900,35012,"Fair","Specialties Automotive Group",4.39333333333333,592.363265306122,4.9,47,"False","False",38,2
"63","HOT CAR",2013,"Base","RWD",58416,"Black","Black",32990,35176,"Good","Georgia Auto World",3.2,51,4.9,47,"False","False",4,2
"64","NOT HOT",2013,"Base","RWD",79408,"White","Black",33394,34169,"Good","Team Chevrolet",4.9,23,4.9,47,"False","False",11,1
"65","NOT HOT",2012,"Base","RWD",61112,"Other","Beige",29995,34893,"Good","ZAG Motors Everett",2.9,64,4.6,11,"False","False",38,1
"66","NOT HOT",2013,"Base","RWD",99673,"Blue","Black",28995,30642,"Good","Rev It Motors",5,3,4.9,47,"False","False",38,2
"67","NOT HOT",2013,"Base","RWD",66001,"Gray","Silver",32990,34904,"Good","NextGear Motors",4.4,7,4.9,47,"True","False",100,1
"68","NOT HOT",2012,"Signature Performance","RWD",41772,"Blue","Beige",41300,44983,"Good","Hollywood Auto Center Inc.",4.39333333333333,592.363265306122,4.6,11,"True","False",352,1
"69","NOT HOT",2013,"Performance","RWD",29795,"White","Beige",47999,46763,"Fair","Galleria Motorcars",4.39333333333333,592.363265306122,4.9,47,"False","False",310,1
"70","NOT HOT",2013,"Performance","RWD",31893,"Red","Black",49863,53791,"Good","Platinum Autos",4.8,75,4.9,47,"False","False",220,1
"71","NOT HOT",2013,"Performance","RWD",17626,"Red","Black",58800,43151,"Fair","Roadsport",4.39333333333333,592.363265306122,4.9,47,"False","False",372,3
"72","NOT HOT",2013,"Performance","RWD",62448,"Blue","Beige",39995,40547,"Good","Specialties Automotive Group",4.39333333333333,592.363265306122,4.9,47,"False","True",231,1
"73","NOT HOT",2013,"Performance","RWD",90877,"White","Other",33995,29953,"Fair","Stinnett Chevrolet Buick Chrysler Jeep Dodge RAM",5,4,4.9,47,"False","False",66,3
"74","NOT HOT",2013,"Performance","RWD",24980,"Gray","Beige",42881,47058,"Good","Carrollton Motors",5,11,4.9,47,"False","False",24,2
"75","NOT HOT",2013,"Performance","RWD",68988,"White","White",39995,42023,"Good","City Auto Sales, LLC",4.7,155,4.9,47,"False","False",23,2
"76","HOT CAR",2012,"Performance","RWD",64085,"Other","Beige",35841,43844,"Great","East Bay MINI",5,21,4.6,11,"False","False",4,2
"77","NOT HOT",2013,"Performance","RWD",58435,"Gray","Beige",35988,48193,"Great","Definitive Motors",4.8,63,4.9,47,"False","True",229,2
"78","NOT HOT",2012,"Performance","RWD",25450,"Green","Beige",40995,45928,"Good","Kuni BMW",4.7,1094,4.6,11,"False","False",43,1
"79","NOT HOT",2013,"Performance","RWD",21525,"Silver","Black",41948,46096,"Good","Hanna Imports",4.9,1917,4.9,47,"False","False",325,1
"80","NOT HOT",2013,"Performance","RWD",25337,"White","Black",40288,41171,"Good","Berman Subaru of Chicago",4.7,268,4.9,47,"False","True",17,2
"81","NOT HOT",2013,"Performance","RWD",62059,"White","Black",40995,42590,"Good","Scottsdale Auto Group",5,1,4.9,47,"False","False",63,2
"82","NOT HOT",2012,"Signature Performance","RWD",67157,"Black","Black",35995,35012,"Fair","NESCO",4,34,4.6,11,"False","False",189,2
"83","NOT HOT",2013,"Performance","RWD",26777,"Black","Black",44995,42068,"Fair","Palomino Motors",4.8,64,4.9,47,"False","False",85,1
"84","NOT HOT",2013,"Performance","RWD",73464,"Green","Beige",36982,36437,"Fair","AutoNation Honda Fremont",4.6,623,4.9,47,"False","False",88,1
"85","HOT CAR",2013,"Performance","RWD",79153,"Blue","Beige",36900,40636,"Good","Sunshine Auto Mall",5,211,4.9,47,"True","False",7,1
"86","NOT HOT",2013,"Performance","RWD",65980,"Gray","Beige",35995,35125,"Fair","Auto Haus-German Automotive Specialist",4.9,90,4.9,47,"True","False",36,1
"87","NOT HOT",2013,"Performance","RWD",121182,"Gray","Other",31995,51836.0835579515,"not_rating","Highline Auto Sales",4.6,272,4.9,47,"False","True",3,2
"88","NOT HOT",2013,"Performance","RWD",43269,"Silver","Black",37995,40201,"Good","Imperial Highline",4.6,29,4.9,47,"True","False",3,1
"89","HOT CAR",2013,"Performance","RWD",36614,"White","Black",42000,45934,"Good","Certified Benz & Beemer",4.9,7384,4.9,47,"False","False",235,3
"90","NOT HOT",2013,"Performance","RWD",90239,"Black","Black",29995,31368,"Good","International Motor",4.3,19,4.9,47,"False","True",11,4
"91","NOT HOT",2013,"Base","RWD",55972,"Silver","Gray",35995,39113,"Good","Freeman Motor Company of Portland",3.8,18,4.9,47,"False","False",18,1
"92","NOT HOT",2013,"Base","RWD",100459,"Blue","Beige",27990,30438,"Good","CV Wholesale",4.39333333333333,592.363265306122,4.9,47,"True","False",31,2
"93","NOT HOT",2013,"Base","RWD",23933,"White","Beige",43992,46637,"Good","Mark Mitsubishi Phoenix",4.1,57,4.9,47,"True","False",290,2
"94","HOT CAR",2013,"Base","RWD",59589,"Black","Black",38865,51836.0835579515,"not_rating","Mercedes-Benz of Sacramento",4.3,1262,4.9,47,"False","False",5,2
"95","NOT HOT",2013,"Base","RWD",88757,"Blue","Black",32559,32953,"Good","Leaders Motor Inc",4.39333333333333,592.363265306122,4.9,47,"False","False",28,2
"96","NOT HOT",2013,"Performance","RWD",71101,"Black","Black",29995,34694,"Great","Highline Auto Sales",4.6,272,4.9,47,"False","True",26,2
"97","NOT HOT",2012,"Signature","RWD",36621,"Blue","Black",33995,37612,"Good","Highline Auto Sales",4.6,272,4.6,11,"True","False",414,1
"98","NOT HOT",2013,"Performance","RWD",51595,"Red","Black",37900,37755,"Good","Bussinger Automotive",4,17,4.9,47,"False","True",15,1
"99","NOT HOT",2012,"Performance","RWD",45030,"Other","White",36888,48448,"Great","Private Collection Motors",4,52,4.6,11,"False","False",36,1
"100","NOT HOT",2013,"Performance","RWD",58376,"Silver","Other",36995,37166,"Good","Serramonte Subaru Volkswagen",3.7,73,4.9,47,"False","False",91,2
"101","NOT HOT",2013,"Base","4x2/2-wheel drive",33455,"Silver","Gray",32910,34706,"Good","Fortune Motor Group",4.8,249,4.9,47,"True","True",157,1
"102","HOT CAR",2012,"Signature","RWD",73270,"Red","Beige",36995,38473,"Good","City Auto Sales, LLC",4.7,155,4.6,11,"True","False",2,1
"103","NOT HOT",2013,"Performance","RWD",44647,"Black","Black",39850,42548,"Good","Fishers Imports",4.8,28,4.9,47,"True","False",400,1
"104","NOT HOT",2013,"Base","RWD",51511,"Other","Other",32555,34930,"Good","Sam Jidd Luxury LLC",3.9,7,4.9,47,"True","False",162,2
"105","NOT HOT",2012,"Signature","RWD",49900,"Silver","Black",36500,38038,"Good","Legend Auto Sales Inc",4.9,660,4.6,11,"True","True",88,1
"106","NOT HOT",2013,"Base","RWD",118112,"Green","Black",31995,29826,"Fair","Imperial Highline",4.6,29,4.9,47,"True","False",241,1
"107","HOT CAR",2013,"Base","RWD",68837,"Black","Beige",34999,36167,"Good","Green Eyed Motors",4,46,4.9,47,"False","False",4,1
"108","NOT HOT",2013,"85","RWD",42642,"Red","Black",34589,39072,"Good","Auto Centrix",5,6,4.9,47,"False","False",52,1
"109","NOT HOT",2013,"Performance","RWD",54205,"Silver","Gray",34990,37165,"Good","Virginia Luxury Motors",2.3,6,4.9,47,"False","True",318,1
"110","NOT HOT",2013,"Performance","RWD",29869,"Black","Black",39826,41105,"Good","Premier Autos of Dallas",5,3,4.9,47,"True","True",83,2
"111","NOT HOT",2012,"Sedan","RWD",64870,"Gray","Other",31988,29102,"Fair","Stevens Creek Toyota",4.6,292,4.6,11,"False","False",22,2
"112","NOT HOT",2013,"Base","RWD",42677,"Red","Black",38991,42548,"Good","Excellent Choice Auto Sales",4.39333333333333,592.363265306122,4.9,47,"True","True",94,1
"113","NOT HOT",2013,"Base","RWD",57656,"Black","Other",33600,34971,"Good","ST. GEORGE AUTO gallery",5,16,4.9,47,"True","False",113,1
"114","NOT HOT",2012,"Signature Performance","RWD",29022,"Other","White",41687,45974,"Good","Doug's Lynnwood Mazda",4.8,405,4.6,11,"False","False",164,2
"115","HOT CAR",2013,"Performance","RWD",24006,"Black","Gray",43995,47876,"Good","City Auto Sales, LLC",4.7,155,4.9,47,"False","True",10,1
"116","HOT CAR",2013,"Performance","RWD",11954,"Blue","Other",44950,48993,"Good","Luxury Auto Plex LLC",4,11,4.9,47,"True","False",10,1
"117","NOT HOT",2013,"Performance","RWD",46773,"White","Black",41999,43889,"Good","Carizona",4.4,20,4.9,47,"False","True",17,1
"118","NOT HOT",2012,"Signature Performance","RWD",32201,"Other","Black",41499,45711,"Good","Motor Cars of Nashville",4.3,40,4.6,11,"True","False",172,1
"119","NOT HOT",2013,"Performance","RWD",36384,"Brown","Beige",38000,41938,"Good","Carbiz Greater Washington DC",4.7,74,4.9,47,"True","True",348,1
"120","NOT HOT",2013,"Performance","RWD",22973,"Blue","Beige",42995,46763,"Good","Munich Motors",5,8,4.9,47,"False","False",11,1
"121","NOT HOT",2012,"Performance","RWD",98356,"Other","Beige",31900,35818,"Good","Dallas Auto Center",5,23,4.6,11,"False","False",170,4
"122","NOT HOT",2013,"Performance","RWD",24754,"Black","Beige",39695,45836,"Great","Jax Exports Inc",4.2,62,4.9,47,"False","False",136,1
"123","NOT HOT",2013,"Performance","RWD",15910,"Gray","Beige",42998,48755,"Good","HGreg.com Orlando",4.7,1202,4.9,47,"True","False",239,1
"124","NOT HOT",2012,"Signature Performance","RWD",56028,"Other","Black",41888,44329,"Good","Platinum Autos",4.8,75,4.6,11,"False","False",231,1
"125","HOT CAR",2012,"Base","RWD",53605,"White","Beige",35990,51836.0835579515,"not_rating","Nesh Auto Sales",3.2,5,4.6,11,"False","False",2,3
"126","NOT HOT",2013,"Performance","RWD",69303,"Black","Beige",39999,40425,"Good","Carizona",4.4,20,4.9,47,"False","False",11,1
"127","NOT HOT",2013,"Performance","RWD",62854,"Blue","Beige",39888,42306,"Good","Speed Auto Sales",4.5,80,4.9,47,"False","False",381,1
"128","NOT HOT",2013,"Performance","RWD",28565,"Blue","Beige",40895,45872,"Good","Auto Holding",4.3,779,4.9,47,"False","True",310,2
"129","NOT HOT",2013,"Performance","RWD",52468,"Black","Beige",35988,35168,"Fair","Honda Cars of Rockwall",4.6,127,4.9,47,"False","True",36,3
"130","NOT HOT",2013,"Performance","RWD",5698,"Red","Other",49970,51836.0835579515,"not_rating","Subaru of Wichita",3.4,13,4.9,47,"False","False",178,1
"131","NOT HOT",2012,"Signature Performance","RWD",60467,"Black","Black",35995,35034,"Fair","Ultimate Motorsports Inc.",4.8,347,4.6,11,"False","False",126,2
"132","HOT CAR",2013,"Performance","RWD",64739,"Black","Black",39950,44023,"Good","Mark Kia",4.2,895,4.9,47,"True","False",8,2
"133","NOT HOT",2013,"Performance","RWD",13806,"White","Other",46777,46758,"Good","Luxury Motorsports",3.9,63,4.9,47,"False","False",298,1
"134","NOT HOT",2012,"Performance","RWD",22587,"Silver","Black",41800,47049,"Good","Autolinx",4.5,9,4.6,11,"False","False",90,1
"135","NOT HOT",2013,"Performance","RWD",59420,"Black","Beige",40379,38997,"Fair","Mile High Car Helper",5,13,4.9,47,"False","False",71,1
"136","NOT HOT",2013,"Performance","RWD",14329,"White","Black",49996,54743,"Good","Expo Motorcars",3.3,39,4.9,47,"False","False",193,1
"137","NOT HOT",2012,"Signature Performance","RWD",33715,"Red","Beige",41991,48108,"Good","Excellent Choice Auto Sales",4.39333333333333,592.363265306122,4.6,11,"False","False",44,1
"138","NOT HOT",2013,"Performance","RWD",43349,"Gray","Black",38795,44288,"Good","ALM Gwinnett",4.8,1025,4.9,47,"False","False",17,3
"139","NOT HOT",2013,"Performance","RWD",63561,"Black","Black",34850,34928,"Good","eCarOne.com",4.9,1906,4.9,47,"False","False",126,2
"140","HOT CAR",2013,"Base","RWD",106182,"White","Beige",36995,34758,"Fair","City Auto Sales, LLC",4.7,155,4.9,47,"False","False",2,2
"141","NOT HOT",2013,"Performance","RWD",71086,"Silver","Gray",35500,34694,"Fair","Chicago Fine Motors",3.6,52,4.9,47,"False","True",38,1
"142","HOT CAR",2013,"Base","RWD",99059,"Black","Gray",31999,31512,"Fair","CNC Motors, Inc.",5,5,4.9,47,"False","False",3,2
"143","NOT HOT",2012,"Performance","RWD",50171,"Brown","Gray",36484,38480,"Good","Earth Motorcars",4.6,307,4.6,11,"False","False",59,2
"144","NOT HOT",2013,"Performance","RWD",57601,"Black","Black",37495,36492,"Fair","Superior Auto Exchange",2.8,4,4.9,47,"True","True",197,2
"145","NOT HOT",2013,"Performance","RWD",49614,"Black","Gray",42989,40212,"Fair","Jones Junction Hyundai",4.2,89,4.9,47,"False","False",21,3
"146","NOT HOT",2012,"Performance","RWD",31020,"Other","Black",43995,49098,"Good","Universal Mitsubishi",4.9,426,4.6,11,"True","False",392,2
"147","NOT HOT",2013,"Performance","RWD",57311,"Black","Black",37495,51836.0835579515,"not_rating","Superior Auto Exchange",2.8,4,4.9,47,"True","False",228,1
"148","NOT HOT",2013,"Performance","RWD",13097,"Green","Gray",47995,54107,"Good","O.C. AUTOHAUS",4.3,67,4.9,47,"False","False",81,1
"149","NOT HOT",2013,"Performance","RWD",48575,"Black","Beige",35880,38672,"Good","AutoDot",4.9,23,4.9,47,"True","True",25,1
"150","NOT HOT",2012,"Performance 4dr Liftback","RWD",44035,"Black","Gray",37790,35283,"Fair","Vroom (Online Dealer - Nationwide Delivery)",3.8,788,4.6,11,"False","False",39,1
"151","HOT CAR",2012,"Performance","RWD",117148,"Blue","Other",29300,20111,"Fair","ST. GEORGE AUTO gallery",5,16,4.6,11,"False","False",9,4
"152","NOT HOT",2012,"Signature Performance","RWD",6590,"White","Black",41900,46149,"Good","CarTopia",4.4,27,4.6,11,"True","False",221,3
"153","NOT HOT",2013,"Performance","RWD",63181,"Silver","Black",36995,35564,"Fair","Hayes Auto Sales",3.4,22,4.9,47,"False","False",226,2
"154","NOT HOT",2015,"85D","RWD",15139,"Red","Beige",52995,50082,"Fair","Imperial Highline",4.6,29,4.8,41,"False","True",408,1
"155","NOT HOT",2016,"70","RWD",49619,"Gray","Beige",41999,41389,"Fair","Las Vegas Auto Sport",3.4,10,4.8,27,"False","False",43,1
"156","NOT HOT",2016,"85","RWD",29102,"White","Black",53999,55970,"Good","Northwest Motorsport - Puyallup",4.9,12245,4.8,27,"False","True",54,1
"157","HOT CAR",2016,"75","RWD",27376,"White","White",54999,60777,"Good","Motorpoint Roswell",3.8,23,4.8,27,"False","False",4,1
"158","NOT HOT",2016,"75","RWD",28884,"Gray","Black",53038,58846,"Good","Northwest Motorsport - Puyallup",4.9,12245,4.8,27,"False","False",170,1
"159","NOT HOT",2017,"60","RWD",16751,"Silver","White",55882,62385,"Good","Temecula Nissan",3.1,92,4.7,25,"False","False",34,2
"160","HOT CAR",2017,"","RWD",12364,"Black","Black",54881,58736,"Good","Century West BMW",4.3,148,4.7,25,"True","False",8,2
"161","HOT CAR",2017,"75","RWD",21467,"Silver","Black",54889,58302,"Good","Auto Centrix",5,6,4.7,25,"True","False",17,1
"162","HOT CAR",2017,"75","RWD",24147,"Silver","Other",50961,55355,"Good","Folsom Lake Toyota",4.7,170,4.7,25,"True","False",4,1
"163","NOT HOT",2017,"75","RWD",18068,"Black","Black",62988,51836.0835579515,"not_rating","iDeal Motors",5,28,4.7,25,"False","False",2,1
"164","HOT CAR",2015,"70D","RWD",29560,"Gray","Black",42798,45961,"Good","Green Eyed Motors",4,46,4.8,41,"True","False",11,1
"165","NOT HOT",2015,"85","RWD",30166,"Other","Other",40999,46763,"Good","The Taverna Collection",3.7,60,4.8,41,"False","False",23,1
"166","NOT HOT",2016,"85","RWD",25815,"White","Black",58800,51900,"Fair","Autolinx",4.5,9,4.8,27,"True","False",125,1
"167","NOT HOT",2016,"75D","RWD",37640,"Red","Black",42995,42297,"Fair","Worldwide Motors",5,20,4.8,27,"False","False",77,1
"168","NOT HOT",2016,"70","RWD",25603,"White","Black",48169,53874,"Good","Frontier Ford",3,17,4.8,27,"True","False",4,1
"169","NOT HOT",2016,"75","RWD",32070,"Black","Black",51989,54891,"Good","Auto Centrix",5,6,4.8,27,"False","False",36,1
"170","NOT HOT",2016,"75","RWD",40408,"Blue","Black",52988,55392,"Good","iDeal Motors",5,28,4.8,27,"False","False",46,1
"171","NOT HOT",2017,"75","RWD",25870,"Black","Black",49482,55721,"Good","Concord Honda",4.5,530,4.7,25,"True","False",152,1
"172","HOT CAR",2017,"75","RWD",18519,"Black","Other",49976,55355,"Good","Folsom Lake Toyota",4.7,170,4.7,25,"True","True",4,1
"173","NOT HOT",2017,"75D","RWD",30960,"Black","Black",51888,55813,"Good","Calidad Motors",1.3,3,4.7,25,"True","False",35,1
"174","NOT HOT",2017,"75","RWD",23361,"Silver","Black",54450,58302,"Good","eCarOne.com",4.9,1906,4.7,25,"True","False",42,1
"175","NOT HOT",2017,"75","RWD",23476,"Silver","Black",52555,57341,"Good","Pearson Buick GMC",5,22,4.7,25,"True","False",38,1
"176","HOT CAR",2017,"75","RWD",16887,"White","Black",53900,56995,"Good","Winn Volkswagen",4.7,22,4.7,25,"True","False",4,1
"177","HOT CAR",2017,"75","RWD",19887,"Black","Black",54000,56000,"Good","INFINITI of Marin",4.39333333333333,592.363265306122,4.7,25,"True","False",4,1
"178","HOT CAR",2017,"75","RWD",24037,"Silver","Other",50961,55355,"Good","Folsom Lake Toyota",4.7,170,4.7,25,"True","False",4,1
"179","NOT HOT",2015,"70","RWD",32852,"Gray","Black",41988,46603,"Good","iDeal Motors",5,28,4.8,41,"False","False",32,1
"180","NOT HOT",2016,"70D","RWD",32241,"Black","Beige",42699,49027,"Great","Motor Cars of Nashville",4.3,40,4.8,27,"False","True",9,1
"181","NOT HOT",2016,"70D","RWD",24719,"Blue","Other",39855,45921,"Great","Sam Jidd Luxury LLC",3.9,7,4.8,27,"False","True",9,1
"182","NOT HOT",2016,"70D","RWD",33469,"Gray","Other",38555,45591,"Great","Sam Jidd Luxury LLC",3.9,7,4.8,27,"False","True",23,1
"183","NOT HOT",2017,"75D","RWD",11587,"Silver","Black",57999,60968,"Good","ALM Roswell",4.4,693,4.7,25,"False","True",150,1
"184","NOT HOT",2017,"75D","RWD",27561,"White","Black",54994,57538,"Good","Porsche Chandler",4.9,166,4.7,25,"True","False",87,2
"185","NOT HOT",2017,"75D","RWD",24319,"Silver","Other",53273,57286,"Good","Hyundai of Petaluma",5,14,4.7,25,"True","False",42,1
"186","NOT HOT",2017,"75D","RWD",17732,"Blue","Black",65950,69901,"Good","Frontier Motors",4.5,26,4.7,25,"False","False",93,1
"187","NOT HOT",2015,"70","RWD",40932,"Gray","Other",39999,41795,"Good","Siry Auto Group",4.8,472,4.8,41,"False","False",45,2
"188","HOT CAR",2015,"70D","RWD",50023,"White","Beige",41995,44149,"Good","Rev It Motors",5,3,4.8,41,"False","False",10,1
"189","HOT CAR",2015,"70D","RWD",41740,"Brown","Black",43999,42667,"Fair","European Auto House",4.3,31,4.8,41,"False","False",140,1
"190","NOT HOT",2016,"70D","RWD",4749,"Gray","Other",47855,45988,"Fair","Sam Jidd Luxury LLC",3.9,7,4.8,27,"False","True",51,1
"191","NOT HOT",2016,"70D","RWD",27608,"Gray","Beige",40995,51836.0835579515,"not_rating","Vision Hankook Motors, Inc.",1,25,4.8,27,"False","False",11,1
"192","NOT HOT",2016,"75 4dr Liftback (midyear release)","RWD",25505,"Silver","Black",53890,68904,"Great","Vroom (Online Dealer - Nationwide Delivery)",3.8,788,4.8,27,"False","False",18,1
"193","HOT CAR",2016,"75","RWD",27538,"Black","Black",48900,55036,"Good","Auto Merchants Inc.",3.7,98,4.8,27,"False","False",17,1
"194","NOT HOT",2016,"60","RWD",63900,"Black","Other",63000,60224,"Fair","private_seller",4.3,4,4.8,27,"False","False",12,1
"195","NOT HOT",2017,"75","RWD",13792,"Black","Other",51976,55355,"Good","Folsom Lake Toyota",4.7,170,4.7,25,"True","True",11,1
"196","NOT HOT",2015,"85D","RWD",58773,"Black","Black",39995,46370,"Great","Imperial Highline",4.6,29,4.8,41,"False","False",3,2
"197","NOT HOT",2015,"85D","RWD",36870,"Blue","Other",38555,47037,"Great","Sam Jidd Luxury LLC",3.9,7,4.8,41,"False","False",9,1
"198","HOT CAR",2015,"70D","RWD",45925,"Brown","Beige",39999,42571,"Good","Las Vegas Auto Sport",3.4,10,4.8,41,"False","False",3,1
"199","NOT HOT",2016,"70","RWD",36285,"Silver","Black",43988,48699,"Good","iDeal Motors",5,28,4.8,27,"False","False",40,1
"200","NOT HOT",2016,"75","RWD",13347,"Gray","Black",49999,54929,"Good","Performance Motors",4.39333333333333,592.363265306122,4.8,27,"False","True",9,2
"201","NOT HOT",2017,"75","RWD",23401,"Silver","Black",51800,55321,"Good","Capitol Buick GMC",4.4,44,4.7,25,"True","False",52,1
"202","NOT HOT",2017,"75","RWD",25771,"Silver","Other",50472,55355,"Good","Folsom Lake Toyota",4.7,170,4.7,25,"True","False",11,1
"203","HOT CAR",2017,"75","RWD",29298,"Black","Other",49463,55179,"Good","Folsom Lake Toyota",4.7,170,4.7,25,"True","False",4,1
"204","HOT CAR",2017,"75","RWD",21436,"Silver","Black",58151,57039,"Fair","Frontier Ford",4.7,578,4.7,25,"True","False",5,1
"205","NOT HOT",2017,"75","RWD",14591,"Black","Other",49496,51836.0835579515,"not_rating","Bill Luke Santan",5,2,4.7,25,"True","True",3,1
"206","NOT HOT",2015,"70D","RWD",35528,"Black","Beige",37990,42082,"Good","Jumbo Luxury Cars",5,24,4.8,41,"False","False",37,1
"207","NOT HOT",2016,"70D","RWD",18896,"Black","Black",46899,50909,"Good","Motor Cars of Nashville",4.3,40,4.8,27,"False","False",52,1
"208","NOT HOT",2016,"75","RWD",45799,"Silver","Gray",52888,54485,"Good","iDeal Motors",5,28,4.8,27,"False","False",46,1
"209","NOT HOT",2016,"75","RWD",36222,"Blue","Black",49999,53948,"Good","Las Vegas Auto Sport",3.4,10,4.8,27,"False","False",43,1
"210","NOT HOT",2017,"75","RWD",22904,"Black","Black",53300,57039,"Good","Stevens Creek INFINITI",5,10,4.7,25,"True","False",39,1
"211","NOT HOT",2017,"","RWD",31468,"Black","Other",51995,52859,"Good","Salinas Valley Ford Lincoln",4,438,4.7,25,"True","False",15,1
"212","HOT CAR",2017,"75","RWD",19812,"Silver","Other",52976,55355,"Good","Folsom Lake Toyota",4.7,170,4.7,25,"True","False",4,1
"213","HOT CAR",2017,"75","RWD",26516,"Silver","Other",49972,55274,"Good","Folsom Lake Toyota",4.7,170,4.7,25,"True","False",4,1
"214","NOT HOT",2017,"75","RWD",21298,"Black","Black",49496,51836.0835579515,"not_rating","Bill Luke Santan",5,2,4.7,25,"True","False",7,1
"215","NOT HOT",2015,"70","RWD",16815,"Black","Black",51995,57450,"Good","Carmel Motors",4.1,53,4.8,41,"False","False",221,1
"216","NOT HOT",2015,"70","AWD",39418,"Silver","Black",41995,44561,"Good","San Diego eCars Inc.",4.39333333333333,592.363265306122,4.8,41,"False","False",16,1
"217","NOT HOT",2015,"70","RWD",31548,"Silver","Beige",44970,46709,"Good","Westcoast Auto Sales",4.9,1779,4.8,41,"False","False",177,1
"218","NOT HOT",2015,"70","RWD",43826,"Black","Black",38994,39334,"Good","Land Rover Hoffman Estates",4.8,289,4.8,41,"False","False",25,2
"219","NOT HOT",2015,"70","RWD",65952,"Gray","Gray",39988,41814,"Good","iDeal Motors",5,28,4.8,41,"True","True",38,1
"220","NOT HOT",2016,"85","RWD",35821,"Red","Black",50835,51162,"Good","Auto Collection of Murfreesboro",4.8,193,4.8,27,"False","True",189,1
"221","NOT HOT",2016,"70D","RWD",32799,"Black","Other",39555,45609,"Great","Sam Jidd Luxury LLC",3.9,7,4.8,27,"False","False",23,1
"222","NOT HOT",2016,"70","RWD",38458,"Blue","Black",44995,48486,"Good","San Diego eCars Inc.",4.39333333333333,592.363265306122,4.8,27,"False","True",72,1
"223","NOT HOT",2016,"75D","RWD",31106,"Blue","Other",53677,57021,"Good","John L. Sullivan Chevrolet of Roseville",4.4,1880,4.8,27,"False","False",39,1
