carfax,config,consumer_rating,consumer_review_number,deal,dealer,dealer_rating,dealer_review_number,dealer_zipcode,drivetrain,ext_color,good_deal_margin,hotornot,int_color,mileage,model,ori_price,owners,price,sellin,transmission,vin,year
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Sunshine Auto Mall,5.0,211,32817,RWD,Red,"$48,166",NOT HOT,Black,42757,Model S,44900,1,39900,nan,Automatic,5YJSA1H19EFP48070,2014
Free CARFAX 1-Owner Report,85,4.8,27,Good,Auto Collection of Murfreesboro,4.8,193,37130,RWD,Red,"$51,162",NOT HOT,Black,35821,Model S,,1,50835,nan,Automatic,5YJSA1E16GF121995,2016
CARFAX Report,Base,4.9,47,Great,Nesh Auto Sales,3.2,5,30076,RWD,Red,"$30,915",HOT CAR,Black,116060,Model S,,more than 1,24990,5,Automatic,5YJSA1DG3DFP11041,2013
Free CARFAX 1-Owner Report,P85D,4.9,33,Good,Nelson Automotive,5.0,39,60056,AWD,Brown,"$58,857",NOT HOT,Black,24194,Model S,,1,55000,nan,Automatic,5YJSA1H21EFP65521,2014
Free CARFAX Report,75D,4.7,25,Good,Mercedes-Benz Of Rochester,4.6,46,48307,AWD,Black,"$69,944",HOT CAR,Black,13621,Model S,,more than 1,68800,6,Automatic,5YJSA1E27HF211327,2017
Free CARFAX Report,70D,4.8,41,Good,Ricart Used Car Factory,4.8,4289,43125,RWD,Gray,"$46,945",NOT HOT,Black,22394,Model S,44200,more than 1,42900,nan,Automatic,5YJSA1E14FF107818,2015
Free CARFAX Report,Performance,4.9,33,Good,Montrose Westside Auto Campus,4.6,460,44129,RWD,Silver,"$45,953",NOT HOT,Gray,29038,Model S,,more than 1,41999,nan,Automatic,5YJSA1H19EFP33083,2014
Free CARFAX 1-Owner Report,70D,4.8,27,Good,Carbiz Greater Washington DC,4.7,74,20723,AWD,White,"$49,800",NOT HOT,Beige,35730,Model S,,1,47500,nan,Automatic,5YJSA1E2XGF127629,2016
Free CARFAX 1-Owner Report,P85D,4.8,41,Good,Long Cadillac,5.0,28,01772,AWD,Black,"$60,505",NOT HOT,Black,30626,Model S,55998,1,55498,nan,Automatic,5YJSA1H24FFP74067,2015
Free CARFAX 1-Owner Report,75D,4.9,17,Good,Manheim Imports,4.9,155,17545,AWD,Silver,"$77,290",NOT HOT,White,22417,Model X,,1,73973,nan,Automatic,5YJXCDE21HF077514,2017
Free AutoCheck Report,Base,4.9,33,Good,Bell Mitsubishi,4.9,466,07065,RWD,Green,"$46,451",NOT HOT,Black,25344,Model S,42595,more than 1,41995,nan,Automatic,5YJSA1S15EFP42730,2014
Free CARFAX 1-Owner Report,85,4.8,41,Good,United Imports,4.7,93,95129,RWD,Red,"$44,375",NOT HOT,Other,39419,Model S,,1,41800,nan,Automatic,5YJSA1H18FF088041,2015
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,78411,RWD,Silver,"$46,828",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,77840,RWD,Silver,"$46,763",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,77840,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,77702,RWD,Silver,"$46,828",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,74012,RWD,Silver,"$46,828",HOT CAR,Gray,31105,Model S,,1,41000,11,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,34102,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,34102,RWD,Silver,"$46,828",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,64105,AWD,Blue,"$52,975",HOT CAR,Black,7994,Model 3,,1,48900,11,Automatic,5YJ3E1EB1JF114896,2018
Free CARFAX 1-Owner Report,85,4.8,41,Good,United Imports,4.7,93,95129,RWD,White,"$46,569",NOT HOT,Other,21530,Model S,,1,43800,nan,Automatic,5YJSA1H18FFP68053,2015
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,32202,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,54911,RWD,Silver,"$46,828",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,54911,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.5,607,30318,RWD,Silver,"$46,763",HOT CAR,Gray,31105,Model S,,1,41000,11,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,323,60603,RWD,Black,"$54,108",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,70D,4.8,41,Good,United Imports,4.7,93,95129,AWD,Black,"$42,827",NOT HOT,Other,37962,Model S,39500,1,38995,nan,Automatic,5YJSA1S22FF093379,2015
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,40513,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,45371,AWD,Black,"$70,206",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX Report,100D,4.9,17,Good,Carvana,4.4,319,48105,AWD,White,"$85,219",NOT HOT,Black,17249,Model X,,more than 1,83500,nan,Automatic,5YJXCBE28HF076686,2017
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,24011,RWD,Silver,"$46,828",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,44512,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,16508,RWD,Silver,"$46,828",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,16508,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,320,15219,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,21740,AWD,Blue,"$65,424",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,13202,RWD,Silver,"$46,828",HOT CAR,Gray,31105,Model S,,1,41000,11,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,01608,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,13862,RWD,Silver,"$46,828",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,12207,RWD,Silver,"$46,828",HOT CAR,Gray,31105,Model S,,1,41000,11,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,18424,RWD,Silver,"$46,828",HOT CAR,Gray,31105,Model S,,1,41000,11,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,Performance,4.9,47,Fair,AutoNation Honda Fremont,4.6,623,94538,RWD,Green,"$36,437",NOT HOT,Beige,73464,Model S,37482,1,36982,nan,Other / Unknown,5YJSA1CP8DFP07911,2013
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,95404,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,92507,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,78411,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,787,78210,RWD,Black,"$37,919",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,77702,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,74012,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,321,32801,RWD,Silver,"$53,968",NOT HOT,Black,6548,Model 3,,1,47600,nan,Automatic,5YJ3E1EA4JF017635,2018
Free CARFAX Report,100D,4.9,17,Good,Carvana,4.4,319,36104,AWD,White,"$85,219",NOT HOT,Black,17249,Model X,,more than 1,83500,nan,Automatic,5YJXCBE28HF076686,2017
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,29403,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,46637,AWD,Blue,"$53,596",HOT CAR,Black,7994,Model 3,,1,48900,11,Automatic,5YJ3E1EB1JF114896,2018
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,46516,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,24011,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,320,15219,RWD,Silver,"$53,968",NOT HOT,Black,6548,Model 3,,1,47600,nan,Automatic,5YJ3E1EA4JF017635,2018
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,22902,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,321,23502,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,320,23219,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,17401,AWD,Blue,"$66,207",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,18102,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,08625,AWD,Blue,"$66,207",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,Performance,4.6,11,Good,Autolinx,4.5,9,94590,RWD,Silver,"$47,049",NOT HOT,Black,22587,Model S,,1,41800,nan,Automatic,5YJSA1DP6CFP02431,2012
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,93901,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,,4.9,17,Good,Walnut Creek Luxury Cars LLC,3.0,1,94596,AWD,Black,"$88,627",NOT HOT,White,17696,Model X,,1,79991,nan,Automatic,5YJXCDE29HF057267,2017
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,92105,AWD,Blue,"$64,793",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,90D,4.7,25,Good,Diablo Motors Auto Sales,5.0,5,94583,AWD,Silver,"$73,549",NOT HOT,White,19000,Model S,,1,69900,nan,Automatic,5YJSA1E27HF190558,2017
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,321,80202,RWD,Silver,"$53,968",NOT HOT,Black,6548,Model 3,,1,47600,nan,Automatic,5YJ3E1EA4JF017635,2018
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,80631,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,AWD 100D 4dr SUV,4.9,17,Good,Vroom (Online Dealer - Nationwide Delivery),3.0,3,78705,AWD,Black,"$95,056",HOT CAR,Beige,29113,Model X,,1,86420,10,Automatic,5YJXCAE24HF074881,2017
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,76701,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,324,77074,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,73102,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Fair,Vroom (Online Dealer - Nationwide Delivery),5.0,3,33125,RWD,Black,"$35,501",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,320,33166,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,320,33602,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,75D,4.9,17,Good,Fletcher Jones Motorcars,4.9,2880,92660,AWD,Silver,"$91,236",NOT HOT,Black,6851,Model X,,1,86997,nan,Automatic,5YJXCAE23HF055853,2017
Free CARFAX 1-Owner Report,70,4.8,41,Good,San Diego eCars Inc.,nan,nan,92126,AWD,Silver,"$44,561",NOT HOT,Black,39418,Model S,,1,41995,nan,Automatic,5YJSA1E16FF105276,2015
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,29201,AWD,Blue,"$66,207",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,320,01020,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,75,4.8,27,Good,Northwest Motorsport - Puyallup,4.9,12245,98371,RWD,Gray,"$58,846",NOT HOT,Black,28884,Model S,53999,1,53038,nan,Automatic,5YJSA1E10GF154569,2016
CARFAX Report,60,4.7,25,Good,Arrotta's Automax & RVs,4.4,82,99208,RWD,Blue,"$63,804",NOT HOT,Other,16889,Model S,,more than 1,58980,nan,Automatic,5YJSA1E17HF186873,2017
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,95202,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
CARFAX Report,85D,4.8,41,Great,Certified Luxury Auto,5.0,30,85257,AWD,Beige,"$54,484",NOT HOT,Gray,44000,Model S,,more than 1,46995,nan,Automatic,5YJSA1H23FF087985,2015
Free CARFAX 1-Owner Report,Performance,4.9,47,Fair,Galleria Motorcars,nan,nan,85257,RWD,White,"$46,763",NOT HOT,Beige,29795,Model S,,1,47999,nan,Automatic,5YJSA1CP0DFP07319,2013
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,326,85281,AWD,Blue,"$52,975",NOT HOT,Black,7994,Model 3,,1,48900,nan,Automatic,5YJ3E1EB1JF114896,2018
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,80903,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,80524,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,76541,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,324,77074,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,323,46204,RWD,Silver,"$53,968",NOT HOT,Black,6548,Model 3,,1,47600,nan,Automatic,5YJ3E1EA4JF017635,2018
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,29526,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,323,27513,RWD,Silver,"$53,968",NOT HOT,Black,6548,Model 3,,1,47600,nan,Automatic,5YJ3E1EA4JF017635,2018
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,323,27513,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,14618,AWD,Blue,"$66,207",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,02903,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,95060,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
CARFAX Report,,4.7,25,Fair,Springs Automotive Group,4.7,177,80110,AWD,Silver,"$58,505",NOT HOT,White,23907,Model S,,more than 1,74999,nan,Automatic,5YJSA1E24HF188637,2017
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Fair,Vroom (Online Dealer - Nationwide Delivery),4.0,1,95608,RWD,Black,"$36,260",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
Free CARFAX 1-Owner Report,85D,4.8,41,Good,HGreg.com Orlando,4.7,1202,32809,AWD,Gray,"$48,898",NOT HOT,Beige,19692,Model S,,1,44998,nan,Automatic,5YJSA1H27FFP78114,2015
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Thiel Motor Sales Inc.,4.4,47,52742,RWD,Blue,"$42,768",NOT HOT,Gray,43696,Model S,,1,40997,nan,Automatic,5YJSA1H13EFP53331,2014
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Chicago Cars Online,5.0,1,60101,AWD,Black,"$79,752",HOT CAR,Black,27350,Model S,,1,78990,9,Automatic,5YJSA1E4XGF142519,2016
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Fair,Vroom (Online Dealer - Nationwide Delivery),3.0,3,78705,RWD,Black,"$35,513",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
Free CARFAX Report,P90D,4.8,27,Good,Ultimo Motors East,4.1,104,60559,AWD,Black,"$79,752",NOT HOT,Beige,20302,Model S,79955,more than 1,78988,nan,Automatic,5YJSA1E41GF120232,2016
Free CARFAX 1-Owner Report,,4.7,25,Good,MINI of Chicago,4.6,48,60614,AWD,Gray,"$74,953",HOT CAR,Other,23943,Model S,,1,74850,10,Automatic,5YJSA1E20HF189932,2017
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,30904,AWD,Blue,"$66,207",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,321,40202,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,46802,AWD,Blue,"$66,207",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,45371,RWD,White,"$52,975",NOT HOT,Black,5880,Model 3,,1,46400,nan,Automatic,5YJ3E1EA7JF062407,2018
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,320,44118,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,100D,5.0,5,Good,Unlimited Motors,4.1,193,46074,AWD,Black,"$98,417",NOT HOT,Black,11222,Model X,97995,1,94500,nan,Automatic,5YJXCAE20JF102228,2018
Free CARFAX 1-Owner Report,75D,4.9,17,Fair,Hanna Imports,4.9,1917,27608,AWD,Gray,"$69,724",NOT HOT,White,11360,Model X,78998,1,77848,nan,Automatic,5YJXCBE2XHF040188,2017
CARFAX Report,70D,4.8,41,Good,Auto Expo Ent Inc,4.8,1014,11021,AWD,Blue,"$48,446",NOT HOT,Black,23789,Model S,,more than 1,44995,nan,Automatic,5YJSA1S2XFF089662,2015
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,326,85281,AWD,Beige,"$51,407",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,80903,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,66502,RWD,Silver,"$53,968",NOT HOT,Black,6548,Model 3,,1,47600,nan,Automatic,5YJ3E1EA4JF017635,2018
Free CARFAX 1-Owner Report,AWD 100D 4dr SUV,4.9,17,Fair,Vroom (Online Dealer - Nationwide Delivery),3.3,4,55404,AWD,Black,"$73,579",NOT HOT,Beige,29113,Model X,88180,1,86420,nan,Automatic,5YJXCAE24HF074881,2017
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,320,33602,AWD,Blue,"$52,975",HOT CAR,Black,7994,Model 3,,1,48900,11,Automatic,5YJ3E1EB1JF114896,2018
Free CARFAX 1-Owner Report,AWD 90D 4dr Liftback,4.8,27,Fair,Vroom (Online Dealer - Nationwide Delivery),4.3,4,30303,AWD,Silver,"$58,447",NOT HOT,Beige,10552,Model S,,1,63410,nan,Automatic,5YJSA1E25GF170775,2016
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,787,53233,RWD,Black,"$38,201",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,37902,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,49435,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,46516,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX Report,100D,4.9,17,Good,Carvana,4.4,319,49004,AWD,White,"$88,939",NOT HOT,Black,17249,Model X,,more than 1,83500,nan,Automatic,5YJXCBE28HF076686,2017
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,27101,RWD,Silver,"$45,847",HOT CAR,Gray,31105,Model S,,1,41000,11,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,14213,RWD,Silver,"$45,847",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,P90D,4.8,27,Great,Freeman Motor Company of Portland,3.8,18,97219,AWD,Red,"$76,868",HOT CAR,Black,34230,Model S,,1,51995,11,Automatic,5YJSA1E29GF134197,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,320,21201,RWD,Silver,"$52,975",HOT CAR,Black,3635,Model 3,,1,47000,11,Automatic,5YJ3E1EAXJF048825,2018
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,320,01020,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,06360,AWD,Blue,"$53,596",HOT CAR,Black,7994,Model 3,,1,48900,11,Automatic,5YJ3E1EB1JF114896,2018
