,fleet,listedDate,listedDate,Date,price,exteriorColorName,mileage,msrpString,trimName,daysOnMarket,ownerCount,sellerRating,serviceProviderName,carYear,savingsRecommendation,vehicleIdentifier,sellerCity,dealScore,hasAccidents,priceDifferential,expectedPrice,modelName,wheelSystem,makeName
258,FALSE,1556703844000,1556703844,5/1/2019,51490,Silver,37070,,90D AWD,4,1,4.71,Autos of Palm Beach,2016,Good Deal,5YJSA1E20GF126277,"West Palm Beach, FL",0.672098988,FALSE,3460,54950,Model S,AWD,Tesla
259,FALSE,1552569205000,1552569205,3/14/2019,56889,Unknown,19780,"$64,995",P85D AWD,52,1,4.62,Auto Centrix,2015,Good Deal,5YJSA1E40FF120303,"Carrollton, TX",0.671352179,FALSE,4378,61267,Model S,AWD,Tesla
260,FALSE,1555579426000,1555579426,4/18/2019,46490,Red,5084,,70 RWD,17,1,3.52,ALM Gwinnett,2016,Good Deal,5YJSA1E19GF131839,"Duluth, GA",0.668793013,FALSE,2935,49425,Model S,,Tesla
261,FALSE,1552666697000,1552666697,3/15/2019,31990,Blue,57939,,60 RWD,51,1,4.33,Ace Auto Dealers,2013,Good Deal,5YJSA1AG1DFP04027,"Martinez, CA",0.667895109,TRUE,1435,33425,Model S,RWD,Tesla
262,FALSE,1555774034000,1555774034,4/20/2019,34978,White,64531,,60 RWD,15,2,3.88,Hanna Imports,2015,Good Deal,5YJSA1S11FF082395,"Raleigh, NC",0.667542711,TRUE,2065,37043,Model S,RWD,Tesla
263,FALSE,1556168092000,1556168092,4/24/2019,110888,White,5294,,P100D AWD,10,1,4.45,Mancuso Motorsports,2018,Good Deal,5YJSA1E49JF256020,"Chicago, IL",0.666990446,FALSE,5872,116760,Model S,AWD,Tesla
264,FALSE,1551338770000,1551338770,2/28/2019,39499,White,49927,"$69,900",P85 RWD,66,1,3.88,AX Auto Inc,2014,Good Deal,5YJSA1H19EFP50854,"Atlanta, GA",0.666604993,TRUE,1843,41342,Model S,RWD,Tesla
265,FALSE,1547116281000,1547116281,1/10/2019,44995,Gray,56851,,90D AWD,115,2,4.24,Imperial Highline,2015,Good Deal,5YJSA1E28FF116305,"Manassas, VA",0.666329517,FALSE,2603,47598,Model S,AWD,Tesla
266,FALSE,1556302106000,1556302106,4/26/2019,49855,Blue,24082,,90D AWD,9,1,4.12,Sam Jidd Luxury,2016,Good Deal,5YJSA1E20GF128482,"Des Plaines, IL",0.664007912,TRUE,4448,54303,Model S,AWD,Tesla
267,FALSE,1543573724000,1543573724,11/30/2018,32950,White,49077,,40 RWD,156,1,4.05,Zone Motors,2013,Good Deal,5YJSA1AC8DFP11182,"Addison, IL",0.663538595,FALSE,2614,35564,Model S,RWD,Tesla
268,TRUE,1556663878000,1556663878,4/30/2019,43688,White,25603,"$51,999",70 RWD,4,1,3.94,Frontier Ford Incorporated,2016,Good Deal,5YJSA1E11GF133293,"Anacortes, WA",0.658767764,FALSE,2891,46579,Model S,RWD,Tesla
269,FALSE,1552443331000,1552443331,3/12/2019,42988,Silver,39432,,,53,1,4.7,Fairfax Motors Inc,2015,Good Deal,5YJSA1E23FF114011,"Fairfax, VA",0.658082243,FALSE,3153,46141,Model S,,Tesla
270,FALSE,1544877083000,1544877083,12/15/2018,29850,Red,96634,,60 RWD,141,1,3.44,Windy City Motors,2015,Good Deal,5YJSA1S10FFP77774,"Chicago, IL",0.656552971,FALSE,2031,31881,Model S,RWD,Tesla
271,FALSE,1540707064000,1540707064,10/28/2018,34988,Red,50621,,60 RWD,189,3,4.35,Ride 'N Drive,2014,Good Deal,5YJSA1S12EFP34021,"Garland, TX",0.648995774,FALSE,2373,37361,Model S,RWD,Tesla
272,TRUE,1547265647000,1547265647,1/11/2019,33600,Black,57656,,85 RWD,113,1,4.56,St. George Auto Gallery,2013,Good Deal,5YJSA1DNXDFP14128,"Saint George, UT",0.648901471,FALSE,1666,35266,Model S,RWD,Tesla
273,FALSE,1552203226000,1552203226,3/10/2019,45900,White,26920,,85D AWD,56,2,3.65,Axis Motorcars,2015,Good Deal,5YJSA1H24FFP69368,"Jersey City, NJ",0.645815308,FALSE,3125,49025,Model S,AWD,Tesla
274,FALSE,1555645082000,1555645082,4/18/2019,29995,Gray,82033,"$29,995",85 RWD,16,2,4.1,Black Label Auto Firm,2013,Good Deal,5YJSA1CN5DFP25717,"Riverside, CA",0.644229471,TRUE,1654,31649,Model S,RWD,Tesla
275,TRUE,1527000976000,1527000976,5/22/2018,38000,Brown,36384,"$50,000",Performance RWD,348,1,4.62,Carbiz Greater Washington DC,2013,Good Deal,5YJSA1DP1DFP11765,"Laurel, MD",0.64370237,TRUE,2299,40299,Model S,RWD,Tesla
276,FALSE,1557039391000,1557039391,5/5/2019,44900,White,16750,,70D AWD,0,1,4.73,H & H Auto Sales,2016,Good Deal,5YJSA1E28GF129668,"Hicksville, NY",0.642059581,TRUE,2441,47341,Model S,AWD,Tesla
277,FALSE,1546011962000,1546011962,12/28/2018,58704,Gray,6436,"$58,704",90D AWD,128,1,3,Land Rover Jaguar Scarborough,2016,Good Deal,5YJSA1E29GF142686,"Scarborough, ME",0.637524303,FALSE,3282,61986,Model S,AWD,Tesla
278,TRUE,1553793385000,1553793385,3/28/2019,52222,Silver,23476,,75 RWD,38,1,4.25,Pearson Buick GMC,2017,Good Deal,5YJSA1E11HF206549,"Sunnyvale, CA",0.637304414,FALSE,1570,53792,Model S,RWD,Tesla
279,FALSE,1555187735000,1555187735,4/13/2019,38799,Black,41351,,60 RWD,21,1,3.9,MotorCars of Nashville,2015,Good Deal,5YJSA1S1XFFP70458,"Mt Juliet, TN",0.637159311,FALSE,1971,40770,Model S,RWD,Tesla
280,FALSE,1538904826000,1538904826,10/7/2018,74581.36,Blue,11833,,100D AWD,210,1,4.02,Westcoast Auto Sales,2017,Good Deal,5YJSA1E21HF219648,"Montclair, CA",0.635953967,FALSE,4337.64,78919,Model S,AWD,Tesla
281,FALSE,1554884012000,1554884012,4/10/2019,51998,Black,33100,,P85D AWD,25,1,4.38,Conti Auto Sales,2015,Good Deal,5YJSA1H45FF096091,"Burlingame, CA",0.635625145,FALSE,4145,56143,Model S,AWD,Tesla
282,FALSE,1553649550000,1553649550,3/26/2019,107865,Silver,3700,"$107,865",P100D AWD,39,1,4.81,Thomas Classics,2017,Good Deal,5YJSA1E43HF200780,"Akron, OH",0.63520648,FALSE,3559,111424,Model S,AWD,Tesla
283,FALSE,1553924607000,1553924607,3/30/2019,51989,Black,32070,"$54,995",75 RWD,36,1,4.62,Auto Centrix,2016,Good Deal,5YJSA1E11GF149414,"Carrollton, TX",0.633513409,FALSE,2010,53999,Model S,RWD,Tesla
284,FALSE,1553235894000,1553235894,3/22/2019,58995,Silver,30207,,75D AWD,44,1,4.57,Highline Motor Cars,2017,Good Deal,5YJSA1E26HF199672,"Southampton, NJ",0.632356392,FALSE,1585,60580,Model S,AWD,Tesla
285,FALSE,1556787378000,1556787378,5/2/2019,61500,Blue,6880,,90D AWD,3,1,4.43,Carvana,2016,Good Deal,5YJSA1E28GF133929,"Temple Hills, MD",0.631308629,FALSE,3250,64750,Model S,AWD,Tesla
286,FALSE,1552948235000,1552948235,3/18/2019,47900,Red,42930,,75D AWD,47,1,4.5,Luxury Motors of Bay Area,2016,Good Deal,5YJSA1E28GF134546,"Pleasanton, CA",0.631131195,FALSE,2997,50897,Model S,,Tesla
287,TRUE,1556304972000,1556304972,4/26/2019,54881,Black,12364,,75 RWD,8,2,4.16,Century West BMW,2017,Good Deal,5YJSA1E10HF202511,"Studio City, CA",0.630054271,FALSE,2045,56926,Model S,RWD,Tesla
288,TRUE,1555160131000,1555160131,4/13/2019,33990,White,80262,,Signature Performance RWD,22,1,4.58,"MPG Hybrids and Imports, LLC",2012,Good Deal,5YJSA1DN6CFS00369,"Tempe, AZ",0.629361427,FALSE,1721,35711,Model S,RWD,Tesla
289,FALSE,1529657867000,1529657867,6/22/2018,39550,Blue,34230,,85 RWD,317,1,4.09,Marietta Luxury Motors,2014,Good Deal,5YJSA1H13EFP50946,"Marietta, GA",0.628144294,TRUE,1741,41291,Model S,RWD,Tesla
290,FALSE,1541900244000,1541900244,11/10/2018,60500,White,16600,"$74,500",75D AWD,175,1,,,2017,Good Deal,5YJSA1E23GF174310,"Mars, PA",0.627968077,FALSE,1574,62074,Model S,AWD,Tesla
291,FALSE,1540503901000,1540503901,10/25/2018,98995,Black,6768,"$158,450",P100D AWD,191,2,4.87,The Porsche Exchange,2016,Good Deal,5YJSA1E46GF158748,"Highland Park, IL",0.626863008,FALSE,3986,102981,Model S,AWD,Tesla
292,FALSE,1553246808000,1553246808,3/22/2019,51995,Silver,12400,,90D AWD,44,1,4.12,San Diego Auto Finder,2015,Good Deal,5YJSA1E28FF120127,"San Diego, CA",0.625635816,FALSE,2444,54439,Model S,AWD,Tesla
293,FALSE,1553300926000,1553300926,3/22/2019,39477,Red,56018,,70D AWD,43,1,4.56,iDrive1 Motorcars,2015,Good Deal,5YJSA1E25FF116665,"Carrollton, TX",0.624925041,FALSE,1643,41120,Model S,AWD,Tesla
294,FALSE,1535826535000,1535826535,9/1/2018,78999,Black,2561,,P90D AWD,245,2,4.55,Premium Collection,2016,Good Deal,5YJSA1E40GF128306,"Puyallup, WA",0.621946192,FALSE,2951,81950,Model S,AWD,Tesla
295,FALSE,1553302618000,1553302618,3/22/2019,36900,White,18300,,Signature RWD,43,1,4.5,Luxury Motors of Bay Area,2012,Good Deal,5YJSA1CN9CFP01287,"Pleasanton, CA",0.618338935,TRUE,2422,39322,Model S,RWD,Tesla
296,FALSE,1554252453000,1554252453,4/2/2019,41988,Gray,32852,,70 RWD,32,1,4.46,iDeal Motors,2015,Good Deal,5YJSA1E12FF113827,"Costa Mesa, CA",0.616157478,FALSE,1342,43330,Model S,RWD,Tesla
297,FALSE,1551236844000,1551236844,2/26/2019,49988,Unknown,24565,,,67,1,4.7,Fairfax Motors Inc,2016,Good Deal,5YJSA1E23GF129593,"Fairfax, VA",0.615096961,TRUE,4507,54495,Model S,,Tesla
298,FALSE,1555597071000,1555597071,4/18/2019,40288,White,25337,"$43,685",Performance RWD,17,2,4.05,Berman Subaru of Chicago,2013,Good Deal,5YJSA1CP5DFP04089,"Chicago, IL",0.610950718,TRUE,2182,42470,Model S,RWD,Tesla
299,FALSE,1554475918000,1554475918,4/5/2019,38990,Black,42192,,,30,1,3.92,Bill Pierre Ford,2014,Good Deal,5YJSA1H12EFP47455,"Seattle, WA",0.610441519,FALSE,2145,41135,Model S,,Tesla
300,FALSE,1533338954000,1533338954,8/3/2018,45900,Brown,41459,,70D AWD,274,2,4.58,"MPG Hybrids and Imports, LLC",2016,Good Deal,5YJSA1E24GF132437,"Tempe, AZ",0.607605186,FALSE,2310,48210,Model S,AWD,Tesla
301,FALSE,1554795628000,1554795628,4/9/2019,31750,Silver,72859,,60 RWD,26,1,3.45,Lawrence Kia,2014,Good Deal,5YJSA1S12EFP29384,"Lawrence, KS",0.607164853,FALSE,2220,33970,Model S,RWD,Tesla
302,FALSE,1547578047000,1547578047,1/15/2019,36998,Black,24600,"$36,998",85 RWD,109,1,4.34,Herb Chambers Lexus,2013,Good Deal,5YJSA1CN2DFP20099,"Sharon, MA",0.604128143,FALSE,1551,38549,Model S,RWD,Tesla
303,FALSE,1555634681000,1555634681,4/18/2019,35977,Green,66745,,Performance RWD,16,2,4.56,iDrive1 Motorcars,2013,Good Deal,5YJSA1DPXDFP06726,"Carrollton, TX",0.599902556,FALSE,2857,38834,Model S,RWD,Tesla
304,FALSE,1536903691000,1536903691,9/14/2018,42800,Blue,17203,,60 RWD,233,1,3.79,United Imports,2015,Good Deal,5YJSA1S15FFP77494,"San Jose, CA",0.59869522,FALSE,1852,44652,Model S,RWD,Tesla
305,FALSE,1556949158000,1556949158,5/4/2019,74989,White,19307,"$79,995",P90D AWD,1,1,4.62,Auto Centrix,2016,Good Deal,5YJSA1E45GF173189,"Carrollton, TX",0.593921962,FALSE,2818,77807,Model S,AWD,Tesla
306,FALSE,1537382446000,1537382446,9/19/2018,41788,Black,28395,"$46,995",Performance RWD,227,2,4.38,Humble Hyundai,2013,Good Deal,5YJSA1DP3DFP24856,"Humble, TX",0.592475427,FALSE,2116,43904,Model S,RWD,Tesla
307,FALSE,1556857418000,1556857418,5/2/2019,46995,Unknown,17479,,70D AWD,2,1,4.85,Las Vegas Motorcars,2016,Good Deal,5YJSA1E28GF134241,"Las Vegas, NV",0.590246484,FALSE,2244,49239,Model S,AWD,Tesla
308,FALSE,1546052897000,1546052897,12/28/2018,73899,Black,22355,,P90D AWD,127,1,4.93,Current Automotive,2016,Good Deal,5YJSA1E45GF142685,"Naperville, IL",0.586968582,FALSE,2785,76684,Model S,AWD,Tesla
309,FALSE,1556085063000,1556085063,4/24/2019,29589,Gray,121962,"$34,995",Performance RWD,11,1,4.62,Auto Centrix,2013,Good Deal,5YJSA1CP5DFP04206,"Carrollton, TX",0.583797638,FALSE,2085,31674,Model S,RWD,Tesla
310,TRUE,1554902621000,1554902621,4/10/2019,35880,Black,48575,,Performance RWD,25,1,4.88,AutoDot,2013,Fair Deal,5YJSA1DP9DFP27017,"Sykesville, MD",0.579038851,TRUE,2068,37948,Model S,RWD,Tesla
311,TRUE,1553612210000,1553612210,3/26/2019,59494,Black,17800,,75D AWD,40,1,5,Commerce Mitsubishi,2018,Fair Deal,5YJSA1E26JF248911,"Commerce, CA",0.574350094,FALSE,1976,61470,Model S,AWD,Tesla
312,FALSE,1556777229000,1556777229,5/2/2019,38589,Blue,48106,"$42,995",Performance RWD,3,2,4.62,Auto Centrix,2013,Fair Deal,5YJSA1DP1DFP12673,"Carrollton, TX",0.574280064,FALSE,2051,40640,Model S,RWD,Tesla
313,FALSE,1534311364000,1534311364,8/15/2018,43800,Black,30713,,85 RWD,263,1,3.79,United Imports,2015,Fair Deal,5YJSA1H14FF091969,"San Jose, CA",0.570080717,FALSE,1584,45384,Model S,RWD,Tesla
314,FALSE,1553127875000,1553127875,3/20/2019,39177,Red,25050,,60 RWD,45,1,4.56,iDrive1 Motorcars,2014,Fair Deal,5YJSA1S12EFP62174,"Carrollton, TX",0.569981813,FALSE,2084,41261,Model S,RWD,Tesla
315,FALSE,1553906445000,1553906445,3/29/2019,79491,Silver,17179,,100D AWD,36,1,4.2,Groove Toyota,2018,Fair Deal,5YJSA1E26JF244275,"Englewood, CO",0.567911209,FALSE,2131,81622,Model S,AWD,Tesla
316,FALSE,1553333177000,1553333177,3/23/2019,51555,Gray,33785,,P85D AWD,43,1,4.12,Sam Jidd Luxury,2014,Fair Deal,5YJSA1H23EFP62748,"Des Plaines, IL",0.559911234,FALSE,2469,54024,Model S,AWD,Tesla
317,TRUE,1556586339000,1556586339,4/29/2019,52988,Silver,21437,"$57,181",75 RWD,5,1,3.67,Frontier Ford,2017,Fair Deal,5YJSA1E14HF219294,"Santa Clara, CA",0.559798681,FALSE,1379,54367,Model S,RWD,Tesla
318,FALSE,1556227355000,1556227355,4/25/2019,39589,Red,51630,"$43,995",P85 RWD,9,1,4.62,Auto Centrix,2014,Fair Deal,5YJSA1H16EFP49919,"Carrollton, TX",0.558470581,FALSE,1544,41133,Model S,RWD,Tesla
319,FALSE,1555637144000,1555637144,4/18/2019,36950,Green,47101,,Signature Performance RWD,16,2,5,Beta Automotive Superstore,2012,Fair Deal,5YJSA1DP3CFP03178,"Livermore, CA",0.557345615,FALSE,1524,38474,Model S,RWD,Tesla
320,FALSE,1529832174000,1529832174,6/24/2018,42998,Gray,24146,"$64,998",70D AWD,315,1,4.43,Miramar Car Center,2015,Fair Deal,5YJSA1S24FF091083,"San Diego, CA",0.554565396,FALSE,1458,44456,Model S,AWD,Tesla
321,TRUE,1532257757000,1532257757,7/22/2018,69999,Black,14000,,90D AWD,287,2,4.39,"Western Motors, Inc",2017,Fair Deal,5YJSA1E24HF178366,"Los Angeles, CA",0.547841063,FALSE,2919,72918,Model S,AWD,Tesla
322,FALSE,1546617576000,1546617576,1/4/2019,40700,White,28463,,,121,1,3.86,Carvana,2014,Fair Deal,5YJSA1H19EFP43922,"Indianapolis, IN",0.546995977,FALSE,1922,42622,Model S,,Tesla
323,FALSE,1542337899000,1542337899,11/15/2018,53038,Gray,28884,,75 RWD,170,1,4.55,Premium Collection,2016,Fair Deal,5YJSA1E10GF154569,"Puyallup, WA",0.545606989,FALSE,1731,54769,Model S,RWD,Tesla
324,FALSE,1537844041000,1537844041,9/24/2018,49995,Silver,27433,,90D AWD,222,1,5,No. 1 Auto Sales,2015,Fair Deal,5YJSA1V2XFF097966,"Hollywood, FL",0.545272155,TRUE,2130,52125,Model S,AWD,Tesla
325,FALSE,1556416827000,1556416827,4/27/2019,50895,Blue,38085,,90D AWD,7,1,4.17,Auto Boutique - Columbus,2016,Fair Deal,5YJSA1E23GF128685,"Columbus, OH",0.542413794,FALSE,3822,54717,Model S,AWD,Tesla
326,FALSE,1551869828000,1551869828,3/6/2019,29999,White,84614,,60 RWD,60,2,4.49,Las Vegas Auto Sports,2013,Fair Deal,5YJSA1AG7DFP04937,"Las Vegas, NV",0.540891089,FALSE,1162,31161,Model S,RWD,Tesla
327,TRUE,1537436807000,1537436807,9/20/2018,51900,Red,28610,,P85D AWD,227,1,4.19,North State Auto Sales,2015,Fair Deal,5YJSA1H24FFP65451,"Walnut Creek, CA",0.53994416,TRUE,3521,55421,Model S,AWD,Tesla
328,FALSE,1539169492000,1539169492,10/10/2018,43995,Black,46182,,85D AWD,207,1,3.98,Auto Expo,2015,Fair Deal,5YJSA1H20FF096711,"Great Neck, NY",0.537943714,FALSE,2603,46598,Model S,AWD,Tesla
329,FALSE,1551135383000,1551135383,2/25/2019,36999,White,22300,"$36,999",60 RWD,68,1,3.14,Millsboro Chrysler Dodge Jeep RAM,2013,Fair Deal,5YJSA1CG7DFP17507,"Millsboro, DE",0.53716936,FALSE,1154,38153,Model S,RWD,Tesla
330,FALSE,1551296798000,1551296798,2/27/2019,33995,White,90877,"$39,990",Performance RWD,66,3,5,Stinnett Chevrolet Buick,2013,Fair Deal,5YJSA1CP1DFP22363,"Newport, TN",0.534810124,FALSE,1910,35905,Model S,RWD,Tesla
331,FALSE,1550439776000,1550439776,2/17/2019,40299,Black,33850,,70 RWD,76,1,4.06,The Taverna Collection,2015,Fair Deal,5YJSA1E1XFF111498,"Hollywood, FL",0.533061422,FALSE,1161,41460,Model S,RWD,Tesla
332,FALSE,1540339998000,1540339998,10/23/2018,40943,Brown,70745,,85D AWD,193,2,3.74,Cincinnati Automotive Group Inc,2015,Fair Deal,5YJSA1H27FF098620,"Monroe, OH",0.529057739,FALSE,2560,43503,Model S,AWD,Tesla
333,FALSE,1556634285000,1556634285,4/30/2019,105000,Red,11463,"$117,600",P100D AWD,5,1,4.8,Audi Volkswagen of Naples,2017,Fair Deal,5YJSA1E4XHF217348,"Naples, FL",0.528326262,FALSE,2960,107960,Model S,AWD,Tesla
334,TRUE,1555032446000,1555032446,4/11/2019,60900,Gray,16637,,,23,1,4.22,Jack Powell Chrysler Dodge Jeep RAM,2018,Fair Deal,5YJSA1E2XJF248796,"Escondido, CA",0.528257363,FALSE,4009,64909,Model S,,Tesla
335,FALSE,1534219899000,1534219899,8/13/2018,38995,Black,37962,,70D AWD,264,1,3.79,United Imports,2015,Fair Deal,5YJSA1S22FF093379,"San Jose, CA",0.524519926,TRUE,1379,40374,Model S,AWD,Tesla
336,TRUE,1523609899000,1523609899,4/13/2018,39995,Silver,33168,,85 RWD,387,1,4.24,Imperial Highline,2014,Fair Deal,5YJSA1H17EFP46060,"Manassas, VA",0.521007394,TRUE,1444,41439,Model S,RWD,Tesla
337,FALSE,1554561975000,1554561975,4/6/2019,51995,Blue,38284,,90D AWD,29,1,2.88,Nissan of New Rochelle,2016,Fair Deal,5YJSA1E29GF126276,"New Rochelle, NY",0.520009222,FALSE,2677,54672,Model S,AWD,Tesla
338,TRUE,1551355320000,1551355320,2/28/2019,29999,Gray,75885,,60 RWD,66,2,5,California Auto Sales,2014,Fair Deal,5YJSA1S16EFP33163,"Indio, CA",0.514754062,FALSE,1882,31881,Model S,RWD,Tesla
339,FALSE,1554470493000,1554470493,4/5/2019,43427,Unknown,40417,"$46,326",85D AWD,30,1,2,Joyce Honda,2015,Fair Deal,5YJSA1H26FFP73499,"Denville, NJ",0.514178899,TRUE,2488,45915,Model S,AWD,Tesla
340,FALSE,1544349087000,1544349087,12/9/2018,51900,Blue,42603,,90D AWD,147,1,4.33,Dream Motorcars,2016,Fair Deal,5YJSA1E23GF134308,"Los Angeles, CA",0.513599308,TRUE,2644,54544,Model S,AWD,Tesla
341,FALSE,1553332060000,1553332060,3/23/2019,40999,Gray,49619,,70 RWD,43,1,4.49,Las Vegas Auto Sports,2016,Fair Deal,5YJSA1E10GF121958,"Las Vegas, NV",0.512490274,FALSE,2249,43248,Model S,RWD,Tesla
342,FALSE,1537488421000,1537488421,9/20/2018,36995,Silver,63181,,Performance RWD,226,2,4.23,Hayes Auto Sales,2013,Fair Deal,5YJSA1DPXDFP04071,"Roseville, CA",0.508216902,FALSE,1815,38810,Model S,RWD,Tesla
343,FALSE,1544466326000,1544466326,12/10/2018,58000,Red,24000,"$107,500",P90D AWD,145,1,,,2015,Fair Deal,5YJSA1E49FF113933,"Hayward, CA",0.506963674,FALSE,2938,60938,Model S,AWD,Tesla
344,FALSE,1556163889000,1556163889,4/24/2019,112477,Red,5199,"$129,999",P100D AWD,10,1,4.29,GT Auto Sales & Service,2018,Fair Deal,5YJSA1E4XJF264918,"Tacoma, WA",0.504807049,FALSE,4444,116921,Model S,AWD,Tesla
345,TRUE,1545432022000,1545432022,12/21/2018,34900,Silver,41677,"$41,592",60 RWD,134,1,3.81,Ford and Mazda of Orange,2013,Fair Deal,5YJSA1BG1DFP09503,"Orange, CA",0.502278146,FALSE,1079,35979,Model S,RWD,Tesla
346,FALSE,1555092460000,1555092460,4/12/2019,27555,White,122326,,85 RWD,23,2,4.12,Sam Jidd Luxury,2013,Fair Deal,5YJSA1CN7DFP12189,"Des Plaines, IL",0.50173349,FALSE,1288,28843,Model S,RWD,Tesla
347,TRUE,1541507421000,1541507421,11/6/2018,52700,Black,22973,"$52,700",75 RWD,180,1,4.11,DCH Toyota of Oxnard,2017,Fair Deal,5YJSA1E1XHF202550,"Oxnard, CA",0.50095925,FALSE,1234,53934,Model S,RWD,Tesla
348,TRUE,1554954443000,1554954443,4/10/2019,37995,Red,37214,"$43,225",85 RWD,24,1,4.34,Godspeed Motors,2014,Fair Deal,5YJSA1H16EFP28469,"Charlotte, NC",0.499363576,TRUE,1384,39379,Model S,RWD,Tesla
349,FALSE,1551977388000,1551977388,3/7/2019,36484,Brown,50171,,Performance RWD,59,2,4.51,Earth MotorCars,2012,Fair Deal,5YJSA1DP8CFS01069,"Carrollton, TX",0.498662983,FALSE,1447,37931,Model S,RWD,Tesla
350,TRUE,1556432615000,1556432615,4/28/2019,39999,White,38042,"$69,900",,7,1,4.8,Cherry Hill Auto Sales,2014,Fair Deal,5YJSA1H10EFP37894,"Cherry Hill, NJ",0.492939237,FALSE,1732,41731,Model S,,Tesla
351,TRUE,1538028685000,1538028685,9/27/2018,35950,Blue,52000,,85 RWD,220,1,4.62,West Coast Motor Sports,2013,Fair Deal,5YJSA1CN5DFP17620,"Glendale, CA",0.490053492,FALSE,1258,37208,Model S,RWD,Tesla
352,FALSE,1556837786000,1556837786,5/2/2019,104991,Silver,9688,"$109,991",P100D AWD,2,1,4.46,Rusnak BMW,2018,Fair Deal,5YJSA1E41JF280666,"Thousand Oaks, CA",0.488906716,FALSE,4304,109295,Model S,AWD,Tesla
353,FALSE,1556309894000,1556309894,4/26/2019,60995,Blue,15148,,P90D AWD,8,1,4.41,Auto Space,2015,Fair Deal,5YJSA1E44FF115024,"Phoenix, AZ",0.487575949,FALSE,3985,64980,Model S,AWD,Tesla
354,TRUE,1553321995000,1553321995,3/23/2019,34970,Unknown,41335,,60 RWD,43,2,4.55,VIRGINIA LUXURY MOTORS,2013,Fair Deal,5YJSA1CG0DFP03562,"Chantilly, VA",0.487391228,FALSE,1047,36017,Model S,RWD,Tesla
355,TRUE,1530278656000,1530278656,6/29/2018,38898,Blue,36750,,85 RWD,310,2,4.18,Apex Imports,2014,Fair Deal,5YJSA1H19EFP44567,"Apex, NC",0.485295095,FALSE,1345,40243,Model S,RWD,Tesla
356,TRUE,1548763889000,1548763889,1/29/2019,51950,Silver,25776,,75 RWD,96,1,3.58,Plug-in Auto,2017,Fair Deal,5YJSA1E12HF206530,"Pomona, CA",0.484321894,FALSE,1193,53143,Model S,RWD,Tesla
357,FALSE,1551972714000,1551972714,3/7/2019,42777,Black,28147,,70 RWD,59,1,4.56,iDrive1 Motorcars,2015,Fair Deal,5YJSA1E12FF105212,"Carrollton, TX",0.483020151,FALSE,1052,43829,Model S,RWD,Tesla
358,TRUE,1556584692000,1556584692,4/29/2019,59494,Black,19155,,75D AWD,5,1,5,Commerce Mitsubishi,2018,Fair Deal,5YJSA1E2XJF248684,"Commerce, CA",0.481340779,FALSE,1656,61150,Model S,AWD,Tesla
359,FALSE,1544092177000,1544092177,12/6/2018,57999,Silver,11587,,75 RWD,150,1,4.33,Atlanta Luxury Motors - Roswell,2017,Fair Deal,5YJSA1E12HF196131,"Roswell, GA",0.48107558,TRUE,1185,59184,Model S,RWD,Tesla
360,FALSE,1550893712000,1550893712,2/22/2019,44995,Black,40555,"$51,950",85D AWD,71,1,4.34,Godspeed Motors,2015,Fair Deal,5YJSA1E27FF113170,"Charlotte, NC",0.4778084,FALSE,2312,47307,Model S,AWD,Tesla
361,FALSE,1553031932000,1553031932,3/19/2019,49999,Brown,32217,,90D AWD,46,1,4.45,Eddie Auto Brokers,2016,Fair Deal,5YJSA1E25GF123682,"Wickliffe, OH",0.473197429,TRUE,2436,52435,Model S,AWD,Tesla
362,TRUE,1553956921000,1553956921,3/30/2019,35995,Gray,65980,,Performance RWD,36,,4.49,Auto Haus,2013,Fair Deal,5YJSA1CP9DFP05648,"Yorktown, VA",0.472945891,FALSE,1689,37684,Model S,RWD,Tesla
363,FALSE,1536617592000,1536617592,9/10/2018,39997,Black,28139,,Performance RWD,236,3,4,Petes Auto & Cycle,2013,Fair Deal,5YJSA1DPXDFP12638,"Fond Du Lac, WI",0.469306819,TRUE,1676,41673,Model S,RWD,Tesla
364,TRUE,1556066524000,1556066524,4/23/2019,60999,Black,13025,"$62,322",75D AWD,11,1,4.74,Kayser Chrysler Center,2018,Fair Deal,5YJSA1E23JF248655,"Sauk City, WI",0.464773495,FALSE,1599,62598,Model S,AWD,Tesla
365,TRUE,1556714681000,1556714681,5/1/2019,61998,Black,13636,,75D AWD,4,1,4.81,Texas Car One,2018,Fair Deal,5YJSA1E23JF234237,"Carrollton, TX",0.454019293,FALSE,1562,63560,Model S,AWD,Tesla
366,FALSE,1556392186000,1556392186,4/27/2019,39895,Black,30349,,85 RWD,7,1,4.59,Jaguar Land Rover Bethesda,2014,Fair Deal,5YJSA1H18EFP44897,"Bethesda, MD",0.447779143,FALSE,1241,41136,Model S,RWD,Tesla
367,FALSE,1554489788000,1554489788,4/5/2019,52996,Blue,22968,"$52,996",75D AWD,29,2,4.41,Certified Autoplex,2016,Fair Deal,5YJSA1E21GF137787,"Carrollton, TX",0.447297356,FALSE,2124,55120,Model S,AWD,Tesla
368,TRUE,1548875377000,1548875377,1/30/2019,35791,Red,42677,,85 RWD,94,1,5,Excellent Choice Auto Sales - Marysville,2013,Fair Deal,5YJSA1DNXDFP14114,"Marysville, WA",0.446837498,TRUE,1147,36938,Model S,RWD,Tesla
